bulan,provinsi,komoditas,rata_rata_harga
2025-03,Sumatera Utara,Cabai Rawit,39985.0
2025-03,Sumatera Utara,Daging Ayam,36331.666666666664
2025-03,Sumatera Utara,Daging Sapi,136265.0
2025-03,Sumatera Utara,Gula Pasir,19358.333333333332
2025-03,Sumatera Utara,Minyak Goreng,20883.333333333332
2025-03,Sumatera Utara,Telur Ayam,31050.0
2025-04,Aceh,Bawang Merah,44891.379310344826
2025-04,Aceh,Bawang Putih,44631.03448275862
2025-04,Aceh,Beras,13793.103448275862
2025-04,Aceh,Cabai Merah,57767.24137931035
2025-04,Aceh,Cabai Rawit,43905.1724137931
2025-04,Aceh,Daging Ayam,32987.93103448276
2025-04,Aceh,Daging Sapi,146650.0
2025-04,Aceh,Gula Pasir,19301.724137931036
2025-04,Aceh,Minyak Goreng,21194.827586206895
2025-04,Aceh,Telur Ayam,27889.655172413793
2025-04,Bali,Bawang Merah,45258.620689655174
2025-04,Bali,Bawang Putih,40412.06896551724
2025-04,Bali,Beras,15346.551724137931
2025-04,Bali,Cabai Merah,44308.620689655174
2025-04,Bali,Cabai Rawit,62191.379310344826
2025-04,Bali,Daging Ayam,37279.31034482759
2025-04,Bali,Daging Sapi,132424.1379310345
2025-04,Bali,Gula Pasir,18853.44827586207
2025-04,Bali,Minyak Goreng,21150.0
2025-04,Bali,Telur Ayam,27762.068965517243
2025-04,Banten,Bawang Merah,52400.0
2025-04,Banten,Bawang Putih,49060.34482758621
2025-04,Banten,Beras,14670.689655172413
2025-04,Banten,Cabai Merah,59256.89655172414
2025-04,Banten,Cabai Rawit,65094.8275862069
2025-04,Banten,Daging Ayam,37358.620689655174
2025-04,Banten,Daging Sapi,135956.89655172414
2025-04,Banten,Gula Pasir,18650.0
2025-04,Banten,Minyak Goreng,19300.0
2025-04,Banten,Telur Ayam,27032.758620689656
2025-04,Bengkulu,Bawang Merah,48748.275862068964
2025-04,Bengkulu,Bawang Putih,46986.206896551725
2025-04,Bengkulu,Beras,15300.0
2025-04,Bengkulu,Cabai Merah,47558.620689655174
2025-04,Bengkulu,Cabai Rawit,45658.620689655174
2025-04,Bengkulu,Daging Ayam,30113.793103448275
2025-04,Bengkulu,Daging Sapi,135300.0
2025-04,Bengkulu,Gula Pasir,18900.0
2025-04,Bengkulu,Minyak Goreng,20077.58620689655
2025-04,Bengkulu,Telur Ayam,28246.55172413793
2025-04,DI Yogyakarta,Bawang Merah,48646.55172413793
2025-04,DI Yogyakarta,Bawang Putih,45758.620689655174
2025-04,DI Yogyakarta,Beras,14300.0
2025-04,DI Yogyakarta,Cabai Merah,52665.51724137931
2025-04,DI Yogyakarta,Cabai Rawit,69020.68965517242
2025-04,DI Yogyakarta,Daging Ayam,32258.620689655174
2025-04,DI Yogyakarta,Daging Sapi,136250.0
2025-04,DI Yogyakarta,Gula Pasir,18334.48275862069
2025-04,DI Yogyakarta,Minyak Goreng,20412.068965517243
2025-04,DI Yogyakarta,Telur Ayam,26620.689655172413
2025-04,DKI Jakarta,Bawang Merah,61725.862068965514
2025-04,DKI Jakarta,Bawang Putih,60110.34482758621
2025-04,DKI Jakarta,Beras,15694.827586206897
2025-04,DKI Jakarta,Cabai Merah,68756.89655172414
2025-04,DKI Jakarta,Cabai Rawit,75477.58620689655
2025-04,DKI Jakarta,Daging Ayam,35468.96551724138
2025-04,DKI Jakarta,Daging Sapi,139222.41379310345
2025-04,DKI Jakarta,Gula Pasir,19650.0
2025-04,DKI Jakarta,Minyak Goreng,21025.862068965518
2025-04,DKI Jakarta,Telur Ayam,27524.137931034482
2025-04,Gorontalo,Bawang Merah,46558.620689655174
2025-04,Gorontalo,Bawang Putih,49560.34482758621
2025-04,Gorontalo,Beras,14748.275862068966
2025-04,Gorontalo,Cabai Merah,62551.724137931036
2025-04,Gorontalo,Cabai Rawit,87436.20689655172
2025-04,Gorontalo,Daging Ayam,32765.51724137931
2025-04,Gorontalo,Daging Sapi,133706.89655172414
2025-04,Gorontalo,Gula Pasir,20098.275862068964
2025-04,Gorontalo,Minyak Goreng,25998.275862068964
2025-04,Gorontalo,Telur Ayam,35465.51724137931
2025-04,Jambi,Bawang Merah,41043.10344827586
2025-04,Jambi,Bawang Putih,42774.137931034486
2025-04,Jambi,Beras,15050.0
2025-04,Jambi,Cabai Merah,50800.0
2025-04,Jambi,Cabai Rawit,55910.34482758621
2025-04,Jambi,Daging Ayam,29562.068965517243
2025-04,Jambi,Daging Sapi,140148.27586206896
2025-04,Jambi,Gula Pasir,18750.0
2025-04,Jambi,Minyak Goreng,20700.0
2025-04,Jambi,Telur Ayam,25801.724137931036
2025-04,Jawa Barat,Bawang Merah,55186.206896551725
2025-04,Jawa Barat,Bawang Putih,48801.724137931036
2025-04,Jawa Barat,Beras,14600.0
2025-04,Jawa Barat,Cabai Merah,56250.0
2025-04,Jawa Barat,Cabai Rawit,68686.20689655172
2025-04,Jawa Barat,Daging Ayam,34379.31034482759
2025-04,Jawa Barat,Daging Sapi,143427.58620689655
2025-04,Jawa Barat,Gula Pasir,18750.0
2025-04,Jawa Barat,Minyak Goreng,20912.068965517243
2025-04,Jawa Barat,Telur Ayam,27275.862068965518
2025-04,Jawa Tengah,Bawang Merah,50020.68965517241
2025-04,Jawa Tengah,Bawang Putih,45700.0
2025-04,Jawa Tengah,Beras,14736.206896551725
2025-04,Jawa Tengah,Cabai Merah,52115.51724137931
2025-04,Jawa Tengah,Cabai Rawit,55991.379310344826
2025-04,Jawa Tengah,Daging Ayam,33341.379310344826
2025-04,Jawa Tengah,Daging Sapi,130853.44827586207
2025-04,Jawa Tengah,Gula Pasir,18582.758620689656
2025-04,Jawa Tengah,Minyak Goreng,20060.344827586207
2025-04,Jawa Tengah,Telur Ayam,26487.931034482757
2025-04,Jawa Timur,Bawang Merah,46574.137931034486
2025-04,Jawa Timur,Bawang Putih,39668.96551724138
2025-04,Jawa Timur,Beras,14215.51724137931
2025-04,Jawa Timur,Cabai Merah,40322.41379310345
2025-04,Jawa Timur,Cabai Rawit,48281.03448275862
2025-04,Jawa Timur,Daging Ayam,31693.103448275862
2025-04,Jawa Timur,Daging Sapi,122813.79310344828
2025-04,Jawa Timur,Gula Pasir,18006.896551724138
2025-04,Jawa Timur,Minyak Goreng,20122.41379310345
2025-04,Jawa Timur,Telur Ayam,25767.241379310344
2025-04,Kalimantan Barat,Bawang Merah,36334.48275862069
2025-04,Kalimantan Barat,Bawang Putih,42137.93103448276
2025-04,Kalimantan Barat,Beras,16343.103448275862
2025-04,Kalimantan Barat,Cabai Merah,74774.13793103448
2025-04,Kalimantan Barat,Cabai Rawit,96641.37931034483
2025-04,Kalimantan Barat,Daging Ayam,33834.48275862069
2025-04,Kalimantan Barat,Daging Sapi,151148.27586206896
2025-04,Kalimantan Barat,Gula Pasir,18750.0
2025-04,Kalimantan Barat,Minyak Goreng,20450.0
2025-04,Kalimantan Barat,Telur Ayam,32170.689655172413
2025-04,Kalimantan Selatan,Bawang Merah,43663.793103448275
2025-04,Kalimantan Selatan,Bawang Putih,42556.89655172414
2025-04,Kalimantan Selatan,Beras,17100.0
2025-04,Kalimantan Selatan,Cabai Merah,68198.27586206897
2025-04,Kalimantan Selatan,Cabai Rawit,66310.3448275862
2025-04,Kalimantan Selatan,Daging Ayam,43027.58620689655
2025-04,Kalimantan Selatan,Daging Sapi,164262.06896551725
2025-04,Kalimantan Selatan,Gula Pasir,18800.0
2025-04,Kalimantan Selatan,Minyak Goreng,20877.58620689655
2025-04,Kalimantan Selatan,Telur Ayam,30203.44827586207
2025-04,Kalimantan Tengah,Bawang Merah,42224.137931034486
2025-04,Kalimantan Tengah,Bawang Putih,44348.275862068964
2025-04,Kalimantan Tengah,Beras,17594.827586206895
2025-04,Kalimantan Tengah,Cabai Merah,104241.37931034483
2025-04,Kalimantan Tengah,Cabai Rawit,96165.5172413793
2025-04,Kalimantan Tengah,Daging Ayam,35208.620689655174
2025-04,Kalimantan Tengah,Daging Sapi,155651.72413793104
2025-04,Kalimantan Tengah,Gula Pasir,21256.896551724138
2025-04,Kalimantan Tengah,Minyak Goreng,20920.689655172413
2025-04,Kalimantan Tengah,Telur Ayam,30675.862068965518
2025-04,Kalimantan Timur,Bawang Merah,44862.06896551724
2025-04,Kalimantan Timur,Bawang Putih,46527.58620689655
2025-04,Kalimantan Timur,Beras,15960.344827586207
2025-04,Kalimantan Timur,Cabai Merah,66451.72413793103
2025-04,Kalimantan Timur,Cabai Rawit,80982.75862068965
2025-04,Kalimantan Timur,Daging Ayam,38624.137931034486
2025-04,Kalimantan Timur,Daging Sapi,164448.27586206896
2025-04,Kalimantan Timur,Gula Pasir,19348.275862068964
2025-04,Kalimantan Timur,Minyak Goreng,21486.206896551725
2025-04,Kalimantan Timur,Telur Ayam,29575.862068965518
2025-04,Kalimantan Utara,Bawang Merah,51158.620689655174
2025-04,Kalimantan Utara,Bawang Putih,48322.41379310345
2025-04,Kalimantan Utara,Beras,16567.241379310344
2025-04,Kalimantan Utara,Cabai Merah,89437.93103448275
2025-04,Kalimantan Utara,Cabai Rawit,127191.37931034483
2025-04,Kalimantan Utara,Daging Ayam,45251.724137931036
2025-04,Kalimantan Utara,Daging Sapi,141167.24137931035
2025-04,Kalimantan Utara,Gula Pasir,19129.310344827587
2025-04,Kalimantan Utara,Minyak Goreng,20868.96551724138
2025-04,Kalimantan Utara,Telur Ayam,31987.931034482757
2025-04,Kepulauan Bangka Belitung,Bawang Merah,61550.0
2025-04,Kepulauan Bangka Belitung,Bawang Putih,46241.379310344826
2025-04,Kepulauan Bangka Belitung,Beras,15000.0
2025-04,Kepulauan Bangka Belitung,Cabai Merah,74286.20689655172
2025-04,Kepulauan Bangka Belitung,Cabai Rawit,89767.24137931035
2025-04,Kepulauan Bangka Belitung,Daging Ayam,32746.55172413793
2025-04,Kepulauan Bangka Belitung,Daging Sapi,135762.06896551725
2025-04,Kepulauan Bangka Belitung,Gula Pasir,18593.103448275862
2025-04,Kepulauan Bangka Belitung,Minyak Goreng,19300.0
2025-04,Kepulauan Bangka Belitung,Telur Ayam,32898.275862068964
2025-04,Kepulauan Riau,Bawang Merah,37825.862068965514
2025-04,Kepulauan Riau,Bawang Putih,35403.44827586207
2025-04,Kepulauan Riau,Beras,15103.448275862069
2025-04,Kepulauan Riau,Cabai Merah,67894.8275862069
2025-04,Kepulauan Riau,Cabai Rawit,54267.24137931035
2025-04,Kepulauan Riau,Daging Ayam,39031.03448275862
2025-04,Kepulauan Riau,Daging Sapi,100355.1724137931
2025-04,Kepulauan Riau,Gula Pasir,16868.96551724138
2025-04,Kepulauan Riau,Minyak Goreng,19131.03448275862
2025-04,Kepulauan Riau,Telur Ayam,30286.206896551725
2025-04,Lampung,Bawang Merah,46641.379310344826
2025-04,Lampung,Bawang Putih,45906.89655172414
2025-04,Lampung,Beras,14725.862068965518
2025-04,Lampung,Cabai Merah,56584.48275862069
2025-04,Lampung,Cabai Rawit,58070.68965517241
2025-04,Lampung,Daging Ayam,29039.655172413793
2025-04,Lampung,Daging Sapi,133534.4827586207
2025-04,Lampung,Gula Pasir,18568.96551724138
2025-04,Lampung,Minyak Goreng,20222.41379310345
2025-04,Lampung,Telur Ayam,27631.03448275862
2025-04,Maluku,Bawang Merah,52484.48275862069
2025-04,Maluku,Bawang Putih,50339.65517241379
2025-04,Maluku,Beras,16175.862068965518
2025-04,Maluku,Cabai Merah,103363.79310344828
2025-04,Maluku,Cabai Rawit,120386.20689655172
2025-04,Maluku,Daging Ayam,41220.68965517241
2025-04,Maluku,Daging Sapi,137844.8275862069
2025-04,Maluku,Gula Pasir,21358.620689655174
2025-04,Maluku,Minyak Goreng,22950.0
2025-04,Maluku,Telur Ayam,36331.03448275862
2025-04,Maluku Utara,Bawang Merah,65129.31034482759
2025-04,Maluku Utara,Bawang Putih,64698.275862068964
2025-04,Maluku Utara,Beras,16700.0
2025-04,Maluku Utara,Cabai Merah,68663.79310344828
2025-04,Maluku Utara,Cabai Rawit,104137.93103448275
2025-04,Maluku Utara,Daging Ayam,44068.96551724138
2025-04,Maluku Utara,Daging Sapi,140000.0
2025-04,Maluku Utara,Gula Pasir,21000.0
2025-04,Maluku Utara,Minyak Goreng,21850.0
2025-04,Maluku Utara,Telur Ayam,36050.0
2025-04,Nusa Tenggara Barat,Bawang Merah,45137.93103448276
2025-04,Nusa Tenggara Barat,Bawang Putih,44425.862068965514
2025-04,Nusa Tenggara Barat,Beras,13877.586206896553
2025-04,Nusa Tenggara Barat,Cabai Merah,44822.41379310345
2025-04,Nusa Tenggara Barat,Cabai Rawit,79610.3448275862
2025-04,Nusa Tenggara Barat,Daging Ayam,35472.41379310345
2025-04,Nusa Tenggara Barat,Daging Sapi,118132.75862068965
2025-04,Nusa Tenggara Barat,Gula Pasir,17905.172413793105
2025-04,Nusa Tenggara Barat,Minyak Goreng,21665.51724137931
2025-04,Nusa Tenggara Barat,Telur Ayam,29374.137931034482
2025-04,Nusa Tenggara Timur,Bawang Merah,46463.793103448275
2025-04,Nusa Tenggara Timur,Bawang Putih,52155.1724137931
2025-04,Nusa Tenggara Timur,Beras,15403.448275862069
2025-04,Nusa Tenggara Timur,Cabai Merah,68320.68965517242
2025-04,Nusa Tenggara Timur,Cabai Rawit,88444.8275862069
2025-04,Nusa Tenggara Timur,Daging Ayam,44987.93103448276
2025-04,Nusa Tenggara Timur,Daging Sapi,115000.0
2025-04,Nusa Tenggara Timur,Gula Pasir,19531.03448275862
2025-04,Nusa Tenggara Timur,Minyak Goreng,22177.58620689655
2025-04,Nusa Tenggara Timur,Telur Ayam,32320.689655172413
2025-04,Papua,Bawang Merah,67544.8275862069
2025-04,Papua,Bawang Putih,61665.51724137931
2025-04,Papua,Beras,18158.620689655174
2025-04,Papua,Cabai Merah,83641.37931034483
2025-04,Papua,Cabai Rawit,75044.8275862069
2025-04,Papua,Daging Ayam,45918.96551724138
2025-04,Papua,Daging Sapi,156255.1724137931
2025-04,Papua,Gula Pasir,24389.655172413793
2025-04,Papua,Minyak Goreng,23863.793103448275
2025-04,Papua,Telur Ayam,39482.75862068965
2025-04,Papua Barat,Bawang Merah,58793.10344827586
2025-04,Papua Barat,Bawang Putih,57543.10344827586
2025-04,Papua Barat,Beras,16570.689655172413
2025-04,Papua Barat,Cabai Merah,60501.724137931036
2025-04,Papua Barat,Cabai Rawit,71336.20689655172
2025-04,Papua Barat,Daging Ayam,46212.06896551724
2025-04,Papua Barat,Daging Sapi,147846.55172413794
2025-04,Papua Barat,Gula Pasir,21350.0
2025-04,Papua Barat,Minyak Goreng,23763.793103448275
2025-04,Papua Barat,Telur Ayam,35274.137931034486
2025-04,Riau,Bawang Merah,40193.10344827586
2025-04,Riau,Bawang Putih,42032.75862068965
2025-04,Riau,Beras,16051.724137931034
2025-04,Riau,Cabai Merah,64625.862068965514
2025-04,Riau,Cabai Rawit,53539.65517241379
2025-04,Riau,Daging Ayam,28387.931034482757
2025-04,Riau,Daging Sapi,125168.96551724138
2025-04,Riau,Gula Pasir,18598.275862068964
2025-04,Riau,Minyak Goreng,19563.793103448275
2025-04,Riau,Telur Ayam,27931.03448275862
2025-04,Sulawesi Barat,Bawang Merah,39151.724137931036
2025-04,Sulawesi Barat,Bawang Putih,43925.862068965514
2025-04,Sulawesi Barat,Beras,13498.275862068966
2025-04,Sulawesi Barat,Cabai Merah,43791.379310344826
2025-04,Sulawesi Barat,Cabai Rawit,56336.206896551725
2025-04,Sulawesi Barat,Daging Ayam,27441.379310344826
2025-04,Sulawesi Barat,Daging Sapi,128431.03448275862
2025-04,Sulawesi Barat,Gula Pasir,18625.862068965518
2025-04,Sulawesi Barat,Minyak Goreng,20986.206896551725
2025-04,Sulawesi Barat,Telur Ayam,26284.48275862069
2025-04,Sulawesi Selatan,Bawang Merah,39793.10344827586
2025-04,Sulawesi Selatan,Bawang Putih,44570.68965517241
2025-04,Sulawesi Selatan,Beras,13550.0
2025-04,Sulawesi Selatan,Cabai Merah,41929.31034482759
2025-04,Sulawesi Selatan,Cabai Rawit,60331.03448275862
2025-04,Sulawesi Selatan,Daging Ayam,25984.48275862069
2025-04,Sulawesi Selatan,Daging Sapi,125758.62068965517
2025-04,Sulawesi Selatan,Gula Pasir,17696.55172413793
2025-04,Sulawesi Selatan,Minyak Goreng,19422.41379310345
2025-04,Sulawesi Selatan,Telur Ayam,25979.310344827587
2025-04,Sulawesi Tengah,Bawang Merah,45660.34482758621
2025-04,Sulawesi Tengah,Bawang Putih,50641.379310344826
2025-04,Sulawesi Tengah,Beras,14474.137931034482
2025-04,Sulawesi Tengah,Cabai Merah,48218.96551724138
2025-04,Sulawesi Tengah,Cabai Rawit,70606.89655172414
2025-04,Sulawesi Tengah,Daging Ayam,32577.58620689655
2025-04,Sulawesi Tengah,Daging Sapi,144041.37931034484
2025-04,Sulawesi Tengah,Gula Pasir,20662.068965517243
2025-04,Sulawesi Tengah,Minyak Goreng,20153.44827586207
2025-04,Sulawesi Tengah,Telur Ayam,31417.241379310344
2025-04,Sulawesi Tenggara,Bawang Merah,48774.137931034486
2025-04,Sulawesi Tenggara,Bawang Putih,50000.0
2025-04,Sulawesi Tenggara,Beras,15136.206896551725
2025-04,Sulawesi Tenggara,Cabai Merah,65086.206896551725
2025-04,Sulawesi Tenggara,Cabai Rawit,83698.27586206897
2025-04,Sulawesi Tenggara,Daging Ayam,36258.620689655174
2025-04,Sulawesi Tenggara,Daging Sapi,139400.0
2025-04,Sulawesi Tenggara,Gula Pasir,21101.724137931036
2025-04,Sulawesi Tenggara,Minyak Goreng,21793.103448275862
2025-04,Sulawesi Tenggara,Telur Ayam,31798.275862068964
2025-04,Sulawesi Utara,Bawang Merah,49091.379310344826
2025-04,Sulawesi Utara,Bawang Putih,50687.93103448276
2025-04,Sulawesi Utara,Beras,14232.758620689656
2025-04,Sulawesi Utara,Cabai Merah,54486.206896551725
2025-04,Sulawesi Utara,Cabai Rawit,77779.31034482758
2025-04,Sulawesi Utara,Daging Ayam,40929.31034482759
2025-04,Sulawesi Utara,Daging Sapi,134755.1724137931
2025-04,Sulawesi Utara,Gula Pasir,18200.0
2025-04,Sulawesi Utara,Minyak Goreng,19013.793103448275
2025-04,Sulawesi Utara,Telur Ayam,30062.068965517243
2025-04,Sumatera Barat,Bawang Merah,40074.137931034486
2025-04,Sumatera Barat,Bawang Putih,42210.34482758621
2025-04,Sumatera Barat,Beras,17041.379310344826
2025-04,Sumatera Barat,Cabai Merah,63210.34482758621
2025-04,Sumatera Barat,Cabai Rawit,40543.10344827586
2025-04,Sumatera Barat,Daging Ayam,44881.03448275862
2025-04,Sumatera Barat,Daging Sapi,147500.0
2025-04,Sumatera Barat,Gula Pasir,19250.0
2025-04,Sumatera Barat,Minyak Goreng,20967.241379310344
2025-04,Sumatera Barat,Telur Ayam,28324.137931034482
2025-04,Sumatera Selatan,Bawang Merah,45310.34482758621
2025-04,Sumatera Selatan,Bawang Putih,47529.31034482759
2025-04,Sumatera Selatan,Beras,14950.0
2025-04,Sumatera Selatan,Cabai Merah,60543.10344827586
2025-04,Sumatera Selatan,Cabai Rawit,76260.3448275862
2025-04,Sumatera Selatan,Daging Ayam,30510.344827586207
2025-04,Sumatera Selatan,Daging Sapi,141879.3103448276
2025-04,Sumatera Selatan,Gula Pasir,18250.0
2025-04,Sumatera Selatan,Minyak Goreng,20622.41379310345
2025-04,Sumatera Selatan,Telur Ayam,27734.48275862069
2025-04,Sumatera Utara,Bawang Merah,42062.06896551724
2025-04,Sumatera Utara,Bawang Putih,43668.96551724138
2025-04,Sumatera Utara,Beras,13975.862068965518
2025-04,Sumatera Utara,Cabai Merah,49805.1724137931
2025-04,Sumatera Utara,Cabai Rawit,35963.793103448275
2025-04,Sumatera Utara,Daging Ayam,34967.24137931035
2025-04,Sumatera Utara,Daging Sapi,134355.1724137931
2025-04,Sumatera Utara,Gula Pasir,19348.275862068964
2025-04,Sumatera Utara,Minyak Goreng,20874.137931034482
2025-04,Sumatera Utara,Telur Ayam,30279.310344827587
2025-05,Aceh,Bawang Merah,42246.42857142857
2025-05,Aceh,Bawang Putih,42616.07142857143
2025-05,Aceh,Beras,13950.0
2025-05,Aceh,Cabai Merah,40317.857142857145
2025-05,Aceh,Cabai Rawit,36910.71428571428
2025-05,Aceh,Daging Ayam,30948.214285714286
2025-05,Aceh,Daging Sapi,146650.0
2025-05,Aceh,Gula Pasir,19305.35714285714
2025-05,Aceh,Minyak Goreng,21158.928571428572
2025-05,Aceh,Telur Ayam,27873.214285714286
2025-05,Bali,Bawang Merah,34208.92857142857
2025-05,Bali,Bawang Putih,36637.5
2025-05,Bali,Beras,15391.07142857143
2025-05,Bali,Cabai Merah,30328.571428571428
2025-05,Bali,Cabai Rawit,31503.571428571428
2025-05,Bali,Daging Ayam,38696.42857142857
2025-05,Bali,Daging Sapi,132221.42857142858
2025-05,Bali,Gula Pasir,18885.714285714286
2025-05,Bali,Minyak Goreng,21223.214285714286
2025-05,Bali,Telur Ayam,27757.14285714286
2025-05,Banten,Bawang Merah,41873.21428571428
2025-05,Banten,Bawang Putih,43882.142857142855
2025-05,Banten,Beras,14539.285714285714
2025-05,Banten,Cabai Merah,40935.71428571428
2025-05,Banten,Cabai Rawit,37857.142857142855
2025-05,Banten,Daging Ayam,36285.71428571428
2025-05,Banten,Daging Sapi,133350.0
2025-05,Banten,Gula Pasir,18650.0
2025-05,Banten,Minyak Goreng,18880.35714285714
2025-05,Banten,Telur Ayam,27501.785714285714
2025-05,Bengkulu,Bawang Merah,46364.28571428572
2025-05,Bengkulu,Bawang Putih,44444.642857142855
2025-05,Bengkulu,Beras,15308.92857142857
2025-05,Bengkulu,Cabai Merah,38787.5
2025-05,Bengkulu,Cabai Rawit,32026.785714285714
2025-05,Bengkulu,Daging Ayam,31510.714285714286
2025-05,Bengkulu,Daging Sapi,134805.35714285713
2025-05,Bengkulu,Gula Pasir,18900.0
2025-05,Bengkulu,Minyak Goreng,20035.714285714286
2025-05,Bengkulu,Telur Ayam,28292.85714285714
2025-05,DI Yogyakarta,Bawang Merah,38500.0
2025-05,DI Yogyakarta,Bawang Putih,44714.28571428572
2025-05,DI Yogyakarta,Beras,14300.0
2025-05,DI Yogyakarta,Cabai Merah,35326.78571428572
2025-05,DI Yogyakarta,Cabai Rawit,33096.42857142857
2025-05,DI Yogyakarta,Daging Ayam,31276.785714285714
2025-05,DI Yogyakarta,Daging Sapi,136250.0
2025-05,DI Yogyakarta,Gula Pasir,18178.571428571428
2025-05,DI Yogyakarta,Minyak Goreng,20550.0
2025-05,DI Yogyakarta,Telur Ayam,27087.5
2025-05,DKI Jakarta,Bawang Merah,48035.71428571428
2025-05,DKI Jakarta,Bawang Putih,56289.28571428572
2025-05,DKI Jakarta,Beras,15667.857142857143
2025-05,DKI Jakarta,Cabai Merah,48887.5
2025-05,DKI Jakarta,Cabai Rawit,42478.57142857143
2025-05,DKI Jakarta,Daging Ayam,34612.5
2025-05,DKI Jakarta,Daging Sapi,137900.0
2025-05,DKI Jakarta,Gula Pasir,19650.0
2025-05,DKI Jakarta,Minyak Goreng,20933.928571428572
2025-05,DKI Jakarta,Telur Ayam,28019.64285714286
2025-05,Gorontalo,Bawang Merah,42753.57142857143
2025-05,Gorontalo,Bawang Putih,48901.78571428572
2025-05,Gorontalo,Beras,14750.0
2025-05,Gorontalo,Cabai Merah,64907.142857142855
2025-05,Gorontalo,Cabai Rawit,73589.28571428571
2025-05,Gorontalo,Daging Ayam,29919.64285714286
2025-05,Gorontalo,Daging Sapi,132500.0
2025-05,Gorontalo,Gula Pasir,20003.571428571428
2025-05,Gorontalo,Minyak Goreng,25703.571428571428
2025-05,Gorontalo,Telur Ayam,35017.857142857145
2025-05,Jambi,Bawang Merah,36735.71428571428
2025-05,Jambi,Bawang Putih,40653.57142857143
2025-05,Jambi,Beras,15160.714285714286
2025-05,Jambi,Cabai Merah,36166.07142857143
2025-05,Jambi,Cabai Rawit,35555.357142857145
2025-05,Jambi,Daging Ayam,31282.14285714286
2025-05,Jambi,Daging Sapi,136900.0
2025-05,Jambi,Gula Pasir,18710.714285714286
2025-05,Jambi,Minyak Goreng,20666.071428571428
2025-05,Jambi,Telur Ayam,25978.571428571428
2025-05,Jawa Barat,Bawang Merah,42985.71428571428
2025-05,Jawa Barat,Bawang Putih,45496.42857142857
2025-05,Jawa Barat,Beras,14600.0
2025-05,Jawa Barat,Cabai Merah,42848.21428571428
2025-05,Jawa Barat,Cabai Rawit,39730.357142857145
2025-05,Jawa Barat,Daging Ayam,33503.57142857143
2025-05,Jawa Barat,Daging Sapi,139848.2142857143
2025-05,Jawa Barat,Gula Pasir,18732.14285714286
2025-05,Jawa Barat,Minyak Goreng,20717.85714285714
2025-05,Jawa Barat,Telur Ayam,27587.5
2025-05,Jawa Tengah,Bawang Merah,39455.357142857145
2025-05,Jawa Tengah,Bawang Putih,42866.07142857143
2025-05,Jawa Tengah,Beras,14737.5
2025-05,Jawa Tengah,Cabai Merah,36669.642857142855
2025-05,Jawa Tengah,Cabai Rawit,29307.14285714286
2025-05,Jawa Tengah,Daging Ayam,31916.071428571428
2025-05,Jawa Tengah,Daging Sapi,128178.57142857143
2025-05,Jawa Tengah,Gula Pasir,18383.928571428572
2025-05,Jawa Tengah,Minyak Goreng,19760.714285714286
2025-05,Jawa Tengah,Telur Ayam,26530.35714285714
2025-05,Jawa Timur,Bawang Merah,37964.28571428572
2025-05,Jawa Timur,Bawang Putih,35878.57142857143
2025-05,Jawa Timur,Beras,14251.785714285714
2025-05,Jawa Timur,Cabai Merah,29191.071428571428
2025-05,Jawa Timur,Cabai Rawit,23785.714285714286
2025-05,Jawa Timur,Daging Ayam,30528.571428571428
2025-05,Jawa Timur,Daging Sapi,121223.21428571429
2025-05,Jawa Timur,Gula Pasir,17885.714285714286
2025-05,Jawa Timur,Minyak Goreng,19994.64285714286
2025-05,Jawa Timur,Telur Ayam,25883.928571428572
2025-05,Kalimantan Barat,Bawang Merah,32735.714285714286
2025-05,Kalimantan Barat,Bawang Putih,38805.357142857145
2025-05,Kalimantan Barat,Beras,16289.285714285714
2025-05,Kalimantan Barat,Cabai Merah,55033.92857142857
2025-05,Kalimantan Barat,Cabai Rawit,60671.42857142857
2025-05,Kalimantan Barat,Daging Ayam,34635.71428571428
2025-05,Kalimantan Barat,Daging Sapi,149600.0
2025-05,Kalimantan Barat,Gula Pasir,18741.071428571428
2025-05,Kalimantan Barat,Minyak Goreng,20430.35714285714
2025-05,Kalimantan Barat,Telur Ayam,31607.14285714286
2025-05,Kalimantan Selatan,Bawang Merah,37548.21428571428
2025-05,Kalimantan Selatan,Bawang Putih,40517.857142857145
2025-05,Kalimantan Selatan,Beras,17103.571428571428
2025-05,Kalimantan Selatan,Cabai Merah,59408.92857142857
2025-05,Kalimantan Selatan,Cabai Rawit,43658.92857142857
2025-05,Kalimantan Selatan,Daging Ayam,42312.5
2025-05,Kalimantan Selatan,Daging Sapi,164150.0
2025-05,Kalimantan Selatan,Gula Pasir,18808.928571428572
2025-05,Kalimantan Selatan,Minyak Goreng,21157.14285714286
2025-05,Kalimantan Selatan,Telur Ayam,29871.428571428572
2025-05,Kalimantan Tengah,Bawang Merah,38033.92857142857
2025-05,Kalimantan Tengah,Bawang Putih,41614.28571428572
2025-05,Kalimantan Tengah,Beras,17500.0
2025-05,Kalimantan Tengah,Cabai Merah,84189.28571428571
2025-05,Kalimantan Tengah,Cabai Rawit,62266.07142857143
2025-05,Kalimantan Tengah,Daging Ayam,36092.857142857145
2025-05,Kalimantan Tengah,Daging Sapi,155350.0
2025-05,Kalimantan Tengah,Gula Pasir,21380.35714285714
2025-05,Kalimantan Tengah,Minyak Goreng,20969.64285714286
2025-05,Kalimantan Tengah,Telur Ayam,30692.85714285714
