bulan,provinsi,komoditas,rata_rata_harga
2025-06,Sumatera Barat,Bawang Merah,36838.333333333336
2025-06,Sumatera Barat,Bawang Putih,35426.666666666664
2025-06,Sumatera Barat,Beras,16880.0
2025-06,Sumatera Barat,Cabai Merah,31851.666666666668
2025-06,Sumatera Barat,Cabai Rawit,26855.0
2025-06,Sumatera Barat,Daging Ayam,45796.666666666664
2025-06,Sumatera Barat,Daging Sapi,147500.0
2025-06,Sumatera Barat,Gula Pasir,18880.0
2025-06,Sumatera Barat,Minyak Goreng,20775.0
2025-06,Sumatera Barat,Telur Ayam,28453.333333333332
2025-06,Sumatera Selatan,Bawang Merah,43118.333333333336
2025-06,Sumatera Selatan,Bawang Putih,42251.666666666664
2025-06,Sumatera Selatan,Beras,15196.666666666666
2025-06,Sumatera Selatan,Cabai Merah,41515.0
2025-06,Sumatera Selatan,Cabai Rawit,43151.666666666664
2025-06,Sumatera Selatan,Daging Ayam,31593.333333333332
2025-06,Sumatera Selatan,Daging Sapi,139068.33333333334
2025-06,Sumatera Selatan,Gula Pasir,18270.0
2025-06,Sumatera Selatan,Minyak Goreng,20651.666666666668
2025-06,Sumatera Selatan,Telur Ayam,27378.333333333332
2025-06,Sumatera Utara,Bawang Merah,37858.333333333336
2025-06,Sumatera Utara,Bawang Putih,37640.0
2025-06,Sumatera Utara,Beras,14303.333333333334
2025-06,Sumatera Utara,Cabai Merah,25045.0
2025-06,Sumatera Utara,Cabai Rawit,25548.333333333332
2025-06,Sumatera Utara,Daging Ayam,33916.666666666664
2025-06,Sumatera Utara,Daging Sapi,133750.0
2025-06,Sumatera Utara,Gula Pasir,19126.666666666668
2025-06,Sumatera Utara,Minyak Goreng,20628.333333333332
2025-06,Sumatera Utara,Telur Ayam,30356.666666666668
2025-07,Aceh,Bawang Merah,44735.48387096774
2025-07,Aceh,Bawang Putih,38490.32258064516
2025-07,Aceh,Beras,14874.193548387097
2025-07,Aceh,Cabai Merah,28833.870967741936
2025-07,Aceh,Cabai Rawit,33970.967741935485
2025-07,Aceh,Daging Ayam,30698.387096774193
2025-07,Aceh,Daging Sapi,146650.0
2025-07,Aceh,Gula Pasir,19183.870967741936
2025-07,Aceh,Minyak Goreng,20962.90322580645
2025-07,Aceh,Telur Ayam,29082.25806451613
2025-07,Bali,Bawang Merah,39820.967741935485
2025-07,Bali,Bawang Putih,32025.8064516129
2025-07,Bali,Beras,15600.0
2025-07,Bali,Cabai Merah,33045.16129032258
2025-07,Bali,Cabai Rawit,48661.290322580644
2025-07,Bali,Daging Ayam,38801.6129032258
2025-07,Bali,Daging Sapi,132200.0
2025-07,Bali,Gula Pasir,18850.0
2025-07,Bali,Minyak Goreng,21150.0
2025-07,Bali,Telur Ayam,28253.225806451614
2025-07,Banten,Bawang Merah,51824.1935483871
2025-07,Banten,Bawang Putih,38712.903225806454
2025-07,Banten,Beras,15590.322580645161
2025-07,Banten,Cabai Merah,41635.48387096774
2025-07,Banten,Cabai Rawit,55558.06451612903
2025-07,Banten,Daging Ayam,36456.45161290323
2025-07,Banten,Daging Sapi,133350.0
2025-07,Banten,Gula Pasir,18650.0
2025-07,Banten,Minyak Goreng,18866.129032258064
2025-07,Banten,Telur Ayam,28466.129032258064
2025-07,Bengkulu,Bawang Merah,51145.16129032258
2025-07,Bengkulu,Bawang Putih,39251.6129032258
2025-07,Bengkulu,Beras,15574.193548387097
2025-07,Bengkulu,Cabai Merah,33232.25806451613
2025-07,Bengkulu,Cabai Rawit,38537.096774193546
2025-07,Bengkulu,Daging Ayam,36332.25806451613
2025-07,Bengkulu,Daging Sapi,134700.0
2025-07,Bengkulu,Gula Pasir,18458.064516129034
2025-07,Bengkulu,Minyak Goreng,19800.0
2025-07,Bengkulu,Telur Ayam,28325.8064516129
2025-07,DI Yogyakarta,Bawang Merah,43306.45161290323
2025-07,DI Yogyakarta,Bawang Putih,41580.645161290326
2025-07,DI Yogyakarta,Beras,14450.0
2025-07,DI Yogyakarta,Cabai Merah,35843.54838709677
2025-07,DI Yogyakarta,Cabai Rawit,46566.12903225807
2025-07,DI Yogyakarta,Daging Ayam,31862.90322580645
2025-07,DI Yogyakarta,Daging Sapi,136250.0
2025-07,DI Yogyakarta,Gula Pasir,17733.870967741936
2025-07,DI Yogyakarta,Minyak Goreng,20112.90322580645
2025-07,DI Yogyakarta,Telur Ayam,28427.41935483871
2025-07,DKI Jakarta,Bawang Merah,55653.22580645161
2025-07,DKI Jakarta,Bawang Putih,49785.48387096774
2025-07,DKI Jakarta,Beras,16158.064516129032
2025-07,DKI Jakarta,Cabai Merah,48111.290322580644
2025-07,DKI Jakarta,Cabai Rawit,57893.54838709677
2025-07,DKI Jakarta,Daging Ayam,35737.096774193546
2025-07,DKI Jakarta,Daging Sapi,137635.48387096773
2025-07,DKI Jakarta,Gula Pasir,19550.0
2025-07,DKI Jakarta,Minyak Goreng,20650.0
2025-07,DKI Jakarta,Telur Ayam,28964.516129032258
2025-07,Gorontalo,Bawang Merah,57785.48387096774
2025-07,Gorontalo,Bawang Putih,46722.58064516129
2025-07,Gorontalo,Beras,16301.612903225807
2025-07,Gorontalo,Cabai Merah,62053.22580645161
2025-07,Gorontalo,Cabai Rawit,80056.45161290323
2025-07,Gorontalo,Daging Ayam,28682.25806451613
2025-07,Gorontalo,Daging Sapi,132500.0
2025-07,Gorontalo,Gula Pasir,19690.322580645163
2025-07,Gorontalo,Minyak Goreng,25395.16129032258
2025-07,Gorontalo,Telur Ayam,31938.709677419356
2025-07,Jambi,Bawang Merah,43441.93548387097
2025-07,Jambi,Bawang Putih,33650.0
2025-07,Jambi,Beras,15400.0
2025-07,Jambi,Cabai Merah,28483.870967741936
2025-07,Jambi,Cabai Rawit,48177.41935483871
2025-07,Jambi,Daging Ayam,35224.1935483871
2025-07,Jambi,Daging Sapi,137500.0
2025-07,Jambi,Gula Pasir,18482.25806451613
2025-07,Jambi,Minyak Goreng,20314.516129032258
2025-07,Jambi,Telur Ayam,25729.032258064515
2025-07,Jawa Barat,Bawang Merah,51293.54838709677
2025-07,Jawa Barat,Bawang Putih,41214.51612903226
2025-07,Jawa Barat,Beras,14790.322580645161
2025-07,Jawa Barat,Cabai Merah,45437.096774193546
2025-07,Jawa Barat,Cabai Rawit,57487.096774193546
2025-07,Jawa Barat,Daging Ayam,34485.48387096774
2025-07,Jawa Barat,Daging Sapi,138962.90322580645
2025-07,Jawa Barat,Gula Pasir,18579.032258064515
2025-07,Jawa Barat,Minyak Goreng,20516.129032258064
2025-07,Jawa Barat,Telur Ayam,29093.548387096773
2025-07,Jawa Tengah,Bawang Merah,47429.032258064515
2025-07,Jawa Tengah,Bawang Putih,37341.93548387097
2025-07,Jawa Tengah,Beras,14953.225806451614
2025-07,Jawa Tengah,Cabai Merah,35133.87096774193
2025-07,Jawa Tengah,Cabai Rawit,43016.12903225807
2025-07,Jawa Tengah,Daging Ayam,32833.87096774193
2025-07,Jawa Tengah,Daging Sapi,127900.0
2025-07,Jawa Tengah,Gula Pasir,17846.774193548386
2025-07,Jawa Tengah,Minyak Goreng,19514.516129032258
2025-07,Jawa Tengah,Telur Ayam,27846.774193548386
2025-07,Jawa Timur,Bawang Merah,44435.48387096774
2025-07,Jawa Timur,Bawang Putih,30991.935483870966
2025-07,Jawa Timur,Beras,14630.645161290322
2025-07,Jawa Timur,Cabai Merah,30770.967741935485
2025-07,Jawa Timur,Cabai Rawit,40967.74193548387
2025-07,Jawa Timur,Daging Ayam,31445.16129032258
2025-07,Jawa Timur,Daging Sapi,120422.58064516129
2025-07,Jawa Timur,Gula Pasir,17093.548387096773
2025-07,Jawa Timur,Minyak Goreng,19967.74193548387
2025-07,Jawa Timur,Telur Ayam,27675.8064516129
2025-07,Kalimantan Barat,Bawang Merah,53322.58064516129
2025-07,Kalimantan Barat,Bawang Putih,34572.58064516129
2025-07,Kalimantan Barat,Beras,16400.0
2025-07,Kalimantan Barat,Cabai Merah,52754.83870967742
2025-07,Kalimantan Barat,Cabai Rawit,65667.74193548386
2025-07,Kalimantan Barat,Daging Ayam,36814.51612903226
2025-07,Kalimantan Barat,Daging Sapi,149600.0
2025-07,Kalimantan Barat,Gula Pasir,18511.290322580644
2025-07,Kalimantan Barat,Minyak Goreng,20216.129032258064
2025-07,Kalimantan Barat,Telur Ayam,32888.709677419356
2025-07,Kalimantan Selatan,Bawang Merah,48316.12903225807
2025-07,Kalimantan Selatan,Bawang Putih,38238.709677419356
2025-07,Kalimantan Selatan,Beras,17295.16129032258
2025-07,Kalimantan Selatan,Cabai Merah,51316.12903225807
2025-07,Kalimantan Selatan,Cabai Rawit,56735.48387096774
2025-07,Kalimantan Selatan,Daging Ayam,41546.77419354839
2025-07,Kalimantan Selatan,Daging Sapi,164150.0
2025-07,Kalimantan Selatan,Gula Pasir,18990.322580645163
2025-07,Kalimantan Selatan,Minyak Goreng,21050.0
2025-07,Kalimantan Selatan,Telur Ayam,30372.58064516129
2025-07,Kalimantan Tengah,Bawang Merah,51191.93548387097
2025-07,Kalimantan Tengah,Bawang Putih,38140.32258064516
2025-07,Kalimantan Tengah,Beras,17514.516129032258
2025-07,Kalimantan Tengah,Cabai Merah,79017.74193548386
2025-07,Kalimantan Tengah,Cabai Rawit,79835.48387096774
2025-07,Kalimantan Tengah,Daging Ayam,36501.6129032258
2025-07,Kalimantan Tengah,Daging Sapi,155350.0
2025-07,Kalimantan Tengah,Gula Pasir,20987.09677419355
2025-07,Kalimantan Tengah,Minyak Goreng,21141.935483870966
2025-07,Kalimantan Tengah,Telur Ayam,31851.612903225807
2025-07,Kalimantan Timur,Bawang Merah,49856.45161290323
2025-07,Kalimantan Timur,Bawang Putih,41856.45161290323
2025-07,Kalimantan Timur,Beras,16424.1935483871
2025-07,Kalimantan Timur,Cabai Merah,55658.06451612903
2025-07,Kalimantan Timur,Cabai Rawit,65443.54838709677
2025-07,Kalimantan Timur,Daging Ayam,35800.0
2025-07,Kalimantan Timur,Daging Sapi,161172.5806451613
2025-07,Kalimantan Timur,Gula Pasir,19195.16129032258
2025-07,Kalimantan Timur,Minyak Goreng,21070.967741935485
2025-07,Kalimantan Timur,Telur Ayam,30327.41935483871
2025-07,Kalimantan Utara,Bawang Merah,56788.709677419356
2025-07,Kalimantan Utara,Bawang Putih,48695.16129032258
2025-07,Kalimantan Utara,Beras,16962.90322580645
2025-07,Kalimantan Utara,Cabai Merah,77279.03225806452
2025-07,Kalimantan Utara,Cabai Rawit,88179.03225806452
2025-07,Kalimantan Utara,Daging Ayam,42538.709677419356
2025-07,Kalimantan Utara,Daging Sapi,149400.0
2025-07,Kalimantan Utara,Gula Pasir,19159.677419354837
2025-07,Kalimantan Utara,Minyak Goreng,21108.064516129034
2025-07,Kalimantan Utara,Telur Ayam,31417.74193548387
2025-07,Kepulauan Bangka Belitung,Bawang Merah,52712.903225806454
2025-07,Kepulauan Bangka Belitung,Bawang Putih,37551.6129032258
2025-07,Kepulauan Bangka Belitung,Beras,15333.870967741936
2025-07,Kepulauan Bangka Belitung,Cabai Merah,48579.032258064515
2025-07,Kepulauan Bangka Belitung,Cabai Rawit,67166.12903225806
2025-07,Kepulauan Bangka Belitung,Daging Ayam,39579.032258064515
2025-07,Kepulauan Bangka Belitung,Daging Sapi,133450.0
2025-07,Kepulauan Bangka Belitung,Gula Pasir,18450.0
2025-07,Kepulauan Bangka Belitung,Minyak Goreng,19222.58064516129
2025-07,Kepulauan Bangka Belitung,Telur Ayam,32727.41935483871
2025-07,Kepulauan Riau,Bawang Merah,46304.83870967742
2025-07,Kepulauan Riau,Bawang Putih,33027.41935483871
2025-07,Kepulauan Riau,Beras,15158.064516129032
2025-07,Kepulauan Riau,Cabai Merah,41306.45161290323
2025-07,Kepulauan Riau,Cabai Rawit,53659.67741935484
2025-07,Kepulauan Riau,Daging Ayam,38275.8064516129
2025-07,Kepulauan Riau,Daging Sapi,110051.6129032258
2025-07,Kepulauan Riau,Gula Pasir,15780.645161290322
2025-07,Kepulauan Riau,Minyak Goreng,19024.1935483871
2025-07,Kepulauan Riau,Telur Ayam,31806.451612903227
2025-07,Lampung,Bawang Merah,45833.87096774193
2025-07,Lampung,Bawang Putih,37306.45161290323
2025-07,Lampung,Beras,14727.41935483871
2025-07,Lampung,Cabai Merah,39080.645161290326
2025-07,Lampung,Cabai Rawit,52912.903225806454
2025-07,Lampung,Daging Ayam,30191.935483870966
2025-07,Lampung,Daging Sapi,128750.0
2025-07,Lampung,Gula Pasir,18387.09677419355
2025-07,Lampung,Minyak Goreng,19900.0
2025-07,Lampung,Telur Ayam,28125.8064516129
2025-07,Maluku,Bawang Merah,57295.16129032258
2025-07,Maluku,Bawang Putih,45467.74193548387
2025-07,Maluku,Beras,17027.41935483871
2025-07,Maluku,Cabai Merah,85304.83870967742
2025-07,Maluku,Cabai Rawit,109511.29032258065
2025-07,Maluku,Daging Ayam,40450.0
2025-07,Maluku,Daging Sapi,136330.64516129033
2025-07,Maluku,Gula Pasir,21387.09677419355
2025-07,Maluku,Minyak Goreng,23203.225806451614
2025-07,Maluku,Telur Ayam,35800.0
2025-07,Maluku Utara,Bawang Merah,68548.3870967742
2025-07,Maluku Utara,Bawang Putih,65161.290322580644
2025-07,Maluku Utara,Beras,16700.0
2025-07,Maluku Utara,Cabai Merah,83629.03225806452
2025-07,Maluku Utara,Cabai Rawit,117741.93548387097
2025-07,Maluku Utara,Daging Ayam,43250.0
2025-07,Maluku Utara,Daging Sapi,140000.0
2025-07,Maluku Utara,Gula Pasir,20822.58064516129
2025-07,Maluku Utara,Minyak Goreng,22188.709677419356
2025-07,Maluku Utara,Telur Ayam,36598.3870967742
2025-07,Nusa Tenggara Barat,Bawang Merah,36841.93548387097
2025-07,Nusa Tenggara Barat,Bawang Putih,36975.8064516129
2025-07,Nusa Tenggara Barat,Beras,13993.548387096775
2025-07,Nusa Tenggara Barat,Cabai Merah,37811.290322580644
2025-07,Nusa Tenggara Barat,Cabai Rawit,43062.903225806454
2025-07,Nusa Tenggara Barat,Daging Ayam,35314.51612903226
2025-07,Nusa Tenggara Barat,Daging Sapi,117733.87096774194
2025-07,Nusa Tenggara Barat,Gula Pasir,17508.064516129034
2025-07,Nusa Tenggara Barat,Minyak Goreng,21566.129032258064
2025-07,Nusa Tenggara Barat,Telur Ayam,29138.709677419356
2025-07,Nusa Tenggara Timur,Bawang Merah,44312.903225806454
2025-07,Nusa Tenggara Timur,Bawang Putih,45701.6129032258
2025-07,Nusa Tenggara Timur,Beras,15288.709677419354
2025-07,Nusa Tenggara Timur,Cabai Merah,59801.6129032258
2025-07,Nusa Tenggara Timur,Cabai Rawit,78629.03225806452
2025-07,Nusa Tenggara Timur,Daging Ayam,47661.290322580644
2025-07,Nusa Tenggara Timur,Daging Sapi,115000.0
2025-07,Nusa Tenggara Timur,Gula Pasir,19524.1935483871
2025-07,Nusa Tenggara Timur,Minyak Goreng,22764.516129032258
2025-07,Nusa Tenggara Timur,Telur Ayam,32179.032258064515
2025-07,Papua,Bawang Merah,67203.2258064516
2025-07,Papua,Bawang Putih,57270.967741935485
2025-07,Papua,Beras,18519.354838709678
2025-07,Papua,Cabai Merah,91527.41935483871
2025-07,Papua,Cabai Rawit,89730.64516129032
2025-07,Papua,Daging Ayam,45220.967741935485
2025-07,Papua,Daging Sapi,151590.32258064515
2025-07,Papua,Gula Pasir,24398.387096774193
2025-07,Papua,Minyak Goreng,24606.451612903227
2025-07,Papua,Telur Ayam,38772.58064516129
2025-07,Papua Barat,Bawang Merah,60362.903225806454
2025-07,Papua Barat,Bawang Putih,52500.0
2025-07,Papua Barat,Beras,16929.032258064515
2025-07,Papua Barat,Cabai Merah,63175.8064516129
2025-07,Papua Barat,Cabai Rawit,96733.87096774194
2025-07,Papua Barat,Daging Ayam,44083.87096774193
2025-07,Papua Barat,Daging Sapi,147500.0
2025-07,Papua Barat,Gula Pasir,20893.548387096773
2025-07,Papua Barat,Minyak Goreng,23425.8064516129
2025-07,Papua Barat,Telur Ayam,35193.54838709677
2025-07,Riau,Bawang Merah,44130.645161290326
2025-07,Riau,Bawang Putih,35861.290322580644
2025-07,Riau,Beras,16301.612903225807
2025-07,Riau,Cabai Merah,35650.0
2025-07,Riau,Cabai Rawit,41988.709677419356
2025-07,Riau,Daging Ayam,30433.870967741936
2025-07,Riau,Daging Sapi,125019.35483870968
2025-07,Riau,Gula Pasir,18137.09677419355
2025-07,Riau,Minyak Goreng,19772.58064516129
2025-07,Riau,Telur Ayam,28437.09677419355
2025-07,Sulawesi Barat,Bawang Merah,45403.22580645161
2025-07,Sulawesi Barat,Bawang Putih,40779.032258064515
2025-07,Sulawesi Barat,Beras,15008.064516129032
2025-07,Sulawesi Barat,Cabai Merah,32079.032258064515
2025-07,Sulawesi Barat,Cabai Rawit,41119.354838709674
2025-07,Sulawesi Barat,Daging Ayam,24885.483870967742
2025-07,Sulawesi Barat,Daging Sapi,128350.0
2025-07,Sulawesi Barat,Gula Pasir,18461.290322580644
2025-07,Sulawesi Barat,Minyak Goreng,21098.387096774193
2025-07,Sulawesi Barat,Telur Ayam,25596.774193548386
2025-07,Sulawesi Selatan,Bawang Merah,45112.903225806454
2025-07,Sulawesi Selatan,Bawang Putih,39693.54838709677
2025-07,Sulawesi Selatan,Beras,14119.354838709678
2025-07,Sulawesi Selatan,Cabai Merah,31927.41935483871
2025-07,Sulawesi Selatan,Cabai Rawit,46572.58064516129
2025-07,Sulawesi Selatan,Daging Ayam,24017.74193548387
2025-07,Sulawesi Selatan,Daging Sapi,126000.0
2025-07,Sulawesi Selatan,Gula Pasir,17587.09677419355
2025-07,Sulawesi Selatan,Minyak Goreng,19724.1935483871
2025-07,Sulawesi Selatan,Telur Ayam,25787.09677419355
2025-07,Sulawesi Tengah,Bawang Merah,52340.32258064516
2025-07,Sulawesi Tengah,Bawang Putih,42169.354838709674
2025-07,Sulawesi Tengah,Beras,16217.741935483871
2025-07,Sulawesi Tengah,Cabai Merah,47117.74193548387
2025-07,Sulawesi Tengah,Cabai Rawit,72820.96774193548
2025-07,Sulawesi Tengah,Daging Ayam,30033.870967741936
2025-07,Sulawesi Tengah,Daging Sapi,143750.0
2025-07,Sulawesi Tengah,Gula Pasir,20491.935483870966
2025-07,Sulawesi Tengah,Minyak Goreng,20548.387096774193
2025-07,Sulawesi Tengah,Telur Ayam,30161.290322580644
2025-07,Sulawesi Tenggara,Bawang Merah,50704.83870967742
2025-07,Sulawesi Tenggara,Bawang Putih,46680.645161290326
2025-07,Sulawesi Tenggara,Beras,16385.483870967742
2025-07,Sulawesi Tenggara,Cabai Merah,51122.58064516129
2025-07,Sulawesi Tenggara,Cabai Rawit,102746.7741935484
2025-07,Sulawesi Tenggara,Daging Ayam,33677.41935483871
2025-07,Sulawesi Tenggara,Daging Sapi,137706.4516129032
2025-07,Sulawesi Tenggara,Gula Pasir,20808.064516129034
2025-07,Sulawesi Tenggara,Minyak Goreng,22300.0
2025-07,Sulawesi Tenggara,Telur Ayam,30820.967741935485
2025-07,Sulawesi Utara,Bawang Merah,56248.3870967742
2025-07,Sulawesi Utara,Bawang Putih,42777.41935483871
2025-07,Sulawesi Utara,Beras,16427.41935483871
2025-07,Sulawesi Utara,Cabai Merah,53256.45161290323
2025-07,Sulawesi Utara,Cabai Rawit,72519.35483870968
2025-07,Sulawesi Utara,Daging Ayam,37882.25806451613
2025-07,Sulawesi Utara,Daging Sapi,134069.35483870967
2025-07,Sulawesi Utara,Gula Pasir,18195.16129032258
2025-07,Sulawesi Utara,Minyak Goreng,18787.09677419355
2025-07,Sulawesi Utara,Telur Ayam,29414.516129032258
2025-07,Sumatera Barat,Bawang Merah,44432.25806451613
2025-07,Sumatera Barat,Bawang Putih,34624.1935483871
2025-07,Sumatera Barat,Beras,16890.322580645163
2025-07,Sumatera Barat,Cabai Merah,38350.0
2025-07,Sumatera Barat,Cabai Rawit,33985.48387096774
2025-07,Sumatera Barat,Daging Ayam,47706.45161290323
2025-07,Sumatera Barat,Daging Sapi,147500.0
2025-07,Sumatera Barat,Gula Pasir,18577.41935483871
2025-07,Sumatera Barat,Minyak Goreng,20761.290322580644
2025-07,Sumatera Barat,Telur Ayam,28770.967741935485
2025-07,Sumatera Selatan,Bawang Merah,44333.87096774193
2025-07,Sumatera Selatan,Bawang Putih,39233.87096774193
2025-07,Sumatera Selatan,Beras,15272.58064516129
2025-07,Sumatera Selatan,Cabai Merah,43245.16129032258
2025-07,Sumatera Selatan,Cabai Rawit,51358.06451612903
2025-07,Sumatera Selatan,Daging Ayam,33538.709677419356
2025-07,Sumatera Selatan,Daging Sapi,139100.0
2025-07,Sumatera Selatan,Gula Pasir,18259.677419354837
2025-07,Sumatera Selatan,Minyak Goreng,20858.064516129034
2025-07,Sumatera Selatan,Telur Ayam,27782.25806451613
2025-07,Sumatera Utara,Bawang Merah,45440.32258064516
2025-07,Sumatera Utara,Bawang Putih,38419.354838709674
2025-07,Sumatera Utara,Beras,14688.709677419354
2025-07,Sumatera Utara,Cabai Merah,25603.225806451614
2025-07,Sumatera Utara,Cabai Rawit,29016.129032258064
2025-07,Sumatera Utara,Daging Ayam,35724.1935483871
2025-07,Sumatera Utara,Daging Sapi,133745.16129032258
2025-07,Sumatera Utara,Gula Pasir,18916.129032258064
2025-07,Sumatera Utara,Minyak Goreng,20569.354838709678
2025-07,Sumatera Utara,Telur Ayam,30504.83870967742
2025-08,Aceh,Bawang Merah,57390.32258064516
2025-08,Aceh,Bawang Putih,38414.51612903226
2025-08,Aceh,Beras,15479.032258064517
2025-08,Aceh,Cabai Merah,38530.645161290326
2025-08,Aceh,Cabai Rawit,50380.645161290326
2025-08,Aceh,Daging Ayam,33964.51612903226
2025-08,Aceh,Daging Sapi,146366.12903225806
2025-08,Aceh,Gula Pasir,19100.0
2025-08,Aceh,Minyak Goreng,21000.0
2025-08,Aceh,Telur Ayam,29658.064516129034
2025-08,Bali,Bawang Merah,45100.0
2025-08,Bali,Bawang Putih,31975.8064516129
2025-08,Bali,Beras,15590.322580645161
2025-08,Bali,Cabai Merah,33172.58064516129
2025-08,Bali,Cabai Rawit,35638.709677419356
2025-08,Bali,Daging Ayam,38927.41935483871
2025-08,Bali,Daging Sapi,132200.0
2025-08,Bali,Gula Pasir,18804.83870967742
2025-08,Bali,Minyak Goreng,21150.0
2025-08,Bali,Telur Ayam,28758.064516129034
2025-08,Banten,Bawang Merah,49532.25806451613
2025-08,Banten,Bawang Putih,38156.45161290323
2025-08,Banten,Beras,15583.870967741936
2025-08,Banten,Cabai Merah,40262.903225806454
2025-08,Banten,Cabai Rawit,38327.41935483871
2025-08,Banten,Daging Ayam,37264.51612903226
2025-08,Banten,Daging Sapi,132951.61290322582
2025-08,Banten,Gula Pasir,18650.0
2025-08,Banten,Minyak Goreng,19275.8064516129
2025-08,Banten,Telur Ayam,27962.90322580645
2025-08,Bengkulu,Bawang Merah,54501.6129032258
2025-08,Bengkulu,Bawang Putih,38982.25806451613
2025-08,Bengkulu,Beras,15643.548387096775
2025-08,Bengkulu,Cabai Merah,37625.8064516129
2025-08,Bengkulu,Cabai Rawit,34348.3870967742
2025-08,Bengkulu,Daging Ayam,33814.51612903226
2025-08,Bengkulu,Daging Sapi,134700.0
2025-08,Bengkulu,Gula Pasir,18130.645161290322
2025-08,Bengkulu,Minyak Goreng,19706.451612903227
2025-08,Bengkulu,Telur Ayam,28648.387096774193
2025-08,DI Yogyakarta,Bawang Merah,46774.1935483871
2025-08,DI Yogyakarta,Bawang Putih,40112.903225806454
2025-08,DI Yogyakarta,Beras,14450.0
2025-08,DI Yogyakarta,Cabai Merah,34643.54838709677
2025-08,DI Yogyakarta,Cabai Rawit,33522.58064516129
2025-08,DI Yogyakarta,Daging Ayam,32274.1935483871
2025-08,DI Yogyakarta,Daging Sapi,136250.0
2025-08,DI Yogyakarta,Gula Pasir,17564.516129032258
2025-08,DI Yogyakarta,Minyak Goreng,20261.290322580644
2025-08,DI Yogyakarta,Telur Ayam,27670.967741935485
2025-08,DKI Jakarta,Bawang Merah,54725.8064516129
2025-08,DKI Jakarta,Bawang Putih,46479.032258064515
2025-08,DKI Jakarta,Beras,16230.645161290322
2025-08,DKI Jakarta,Cabai Merah,46043.54838709677
2025-08,DKI Jakarta,Cabai Rawit,44900.0
2025-08,DKI Jakarta,Daging Ayam,34253.22580645161
2025-08,DKI Jakarta,Daging Sapi,135850.0
2025-08,DKI Jakarta,Gula Pasir,19511.290322580644
2025-08,DKI Jakarta,Minyak Goreng,20682.25806451613
2025-08,DKI Jakarta,Telur Ayam,28246.774193548386
2025-08,Gorontalo,Bawang Merah,64546.77419354839
2025-08,Gorontalo,Bawang Putih,45198.3870967742
2025-08,Gorontalo,Beras,16906.451612903227
2025-08,Gorontalo,Cabai Merah,42574.1935483871
2025-08,Gorontalo,Cabai Rawit,51017.74193548387
2025-08,Gorontalo,Daging Ayam,28762.90322580645
2025-08,Gorontalo,Daging Sapi,132822.5806451613
2025-08,Gorontalo,Gula Pasir,19603.225806451614
2025-08,Gorontalo,Minyak Goreng,25522.58064516129
2025-08,Gorontalo,Telur Ayam,31809.677419354837
2025-08,Jambi,Bawang Merah,47470.967741935485
2025-08,Jambi,Bawang Putih,32069.354838709678
2025-08,Jambi,Beras,15400.0
2025-08,Jambi,Cabai Merah,33979.032258064515
2025-08,Jambi,Cabai Rawit,38714.51612903226
2025-08,Jambi,Daging Ayam,33929.032258064515
2025-08,Jambi,Daging Sapi,137500.0
2025-08,Jambi,Gula Pasir,18400.0
2025-08,Jambi,Minyak Goreng,20350.0
2025-08,Jambi,Telur Ayam,26109.677419354837
2025-08,Jawa Barat,Bawang Merah,50761.290322580644
2025-08,Jawa Barat,Bawang Putih,40638.709677419356
2025-08,Jawa Barat,Beras,14833.870967741936
2025-08,Jawa Barat,Cabai Merah,43393.54838709677
2025-08,Jawa Barat,Cabai Rawit,42651.6129032258
2025-08,Jawa Barat,Daging Ayam,34335.48387096774
2025-08,Jawa Barat,Daging Sapi,138750.0
2025-08,Jawa Barat,Gula Pasir,18450.0
2025-08,Jawa Barat,Minyak Goreng,20612.90322580645
2025-08,Jawa Barat,Telur Ayam,28158.064516129034
2025-08,Jawa Tengah,Bawang Merah,49353.22580645161
2025-08,Jawa Tengah,Bawang Putih,35403.22580645161
2025-08,Jawa Tengah,Beras,15011.290322580646
2025-08,Jawa Tengah,Cabai Merah,33335.48387096774
2025-08,Jawa Tengah,Cabai Rawit,29216.129032258064
2025-08,Jawa Tengah,Daging Ayam,33272.58064516129
2025-08,Jawa Tengah,Daging Sapi,127900.0
2025-08,Jawa Tengah,Gula Pasir,17741.935483870966
2025-08,Jawa Tengah,Minyak Goreng,19729.032258064515
2025-08,Jawa Tengah,Telur Ayam,26780.645161290322
2025-08,Jawa Timur,Bawang Merah,47974.1935483871
2025-08,Jawa Timur,Bawang Putih,30201.612903225807
2025-08,Jawa Timur,Beras,14766.129032258064
2025-08,Jawa Timur,Cabai Merah,31085.483870967742
2025-08,Jawa Timur,Cabai Rawit,25150.0
2025-08,Jawa Timur,Daging Ayam,32496.774193548386
2025-08,Jawa Timur,Daging Sapi,120016.12903225806
2025-08,Jawa Timur,Gula Pasir,17043.548387096773
2025-08,Jawa Timur,Minyak Goreng,20108.064516129034
2025-08,Jawa Timur,Telur Ayam,26980.645161290322
2025-08,Kalimantan Barat,Bawang Merah,65825.80645161291
2025-08,Kalimantan Barat,Bawang Putih,33006.45161290323
2025-08,Kalimantan Barat,Beras,16400.0
2025-08,Kalimantan Barat,Cabai Merah,50238.709677419356
2025-08,Kalimantan Barat,Cabai Rawit,49061.290322580644
2025-08,Kalimantan Barat,Daging Ayam,34122.58064516129
2025-08,Kalimantan Barat,Daging Sapi,149600.0
