bulan,provinsi,komoditas,rata_rata_harga
2024-01,DI Yogyakarta,Bawang Putih,43758.06451612903
2024-01,DI Yogyakarta,Beras,14062.90322580645
2024-01,DI Yogyakarta,Cabai Merah,67267.74193548386
2024-01,DI Yogyakarta,Cabai Rawit,44985.48387096774
2024-01,DI Yogyakarta,Daging Ayam,34185.48387096774
2024-01,DI Yogyakarta,Daging Sapi,136250.0
2024-01,DI Yogyakarta,Gula Pasir,16896.774193548386
2024-01,DI Yogyakarta,Minyak Goreng,17000.0
2024-01,DI Yogyakarta,Telur Ayam,26477.41935483871
2024-01,DKI Jakarta,Bawang Merah,40333.333333333336
2024-01,DKI Jakarta,Bawang Putih,46388.333333333336
2024-01,DKI Jakarta,Beras,15450.0
2024-01,DKI Jakarta,Cabai Merah,78158.33333333333
2024-01,DKI Jakarta,Cabai Rawit,57951.666666666664
2024-01,DKI Jakarta,Daging Ayam,34553.333333333336
2024-01,DKI Jakarta,Daging Sapi,141650.0
2024-01,DKI Jakarta,Gula Pasir,18150.0
2024-01,DKI Jakarta,Minyak Goreng,18083.333333333332
2024-01,DKI Jakarta,Telur Ayam,26776.666666666668
2024-01,Gorontalo,Bawang Merah,46717.74193548387
2024-01,Gorontalo,Bawang Putih,43072.58064516129
2024-01,Gorontalo,Beras,14538.709677419354
2024-01,Gorontalo,Cabai Merah,31925.8064516129
2024-01,Gorontalo,Cabai Rawit,44116.12903225807
2024-01,Gorontalo,Daging Ayam,30056.451612903227
2024-01,Gorontalo,Daging Sapi,131866.12903225806
2024-01,Gorontalo,Gula Pasir,18680.645161290322
2024-01,Gorontalo,Minyak Goreng,22940.322580645163
2024-01,Gorontalo,Telur Ayam,33295.16129032258
2024-01,Jambi,Bawang Merah,33346.77419354839
2024-01,Jambi,Bawang Putih,37396.77419354839
2024-01,Jambi,Beras,14150.0
2024-01,Jambi,Cabai Merah,45138.709677419356
2024-01,Jambi,Cabai Rawit,43591.93548387097
2024-01,Jambi,Daging Ayam,33588.709677419356
2024-01,Jambi,Daging Sapi,136900.0
2024-01,Jambi,Gula Pasir,16953.225806451614
2024-01,Jambi,Minyak Goreng,17619.354838709678
2024-01,Jambi,Telur Ayam,25740.322580645163
2024-01,Jawa Barat,Bawang Merah,35553.22580645161
2024-01,Jawa Barat,Bawang Putih,40416.12903225807
2024-01,Jawa Barat,Beras,14259.677419354839
2024-01,Jawa Barat,Cabai Merah,73464.51612903226
2024-01,Jawa Barat,Cabai Rawit,52035.48387096774
2024-01,Jawa Barat,Daging Ayam,34545.16129032258
2024-01,Jawa Barat,Daging Sapi,139461.29032258064
2024-01,Jawa Barat,Gula Pasir,17443.548387096773
2024-01,Jawa Barat,Minyak Goreng,17967.74193548387
2024-01,Jawa Barat,Telur Ayam,26751.612903225807
2024-01,Jawa Tengah,Bawang Merah,34195.16129032258
2024-01,Jawa Tengah,Bawang Putih,40677.41935483871
2024-01,Jawa Tengah,Beras,14029.032258064517
2024-01,Jawa Tengah,Cabai Merah,60627.41935483871
2024-01,Jawa Tengah,Cabai Rawit,41816.12903225807
2024-01,Jawa Tengah,Daging Ayam,33011.290322580644
2024-01,Jawa Tengah,Daging Sapi,129088.70967741935
2024-01,Jawa Tengah,Gula Pasir,17409.677419354837
2024-01,Jawa Tengah,Minyak Goreng,17525.8064516129
2024-01,Jawa Tengah,Telur Ayam,25937.09677419355
2024-01,Jawa Timur,Bawang Merah,34030.645161290326
2024-01,Jawa Timur,Bawang Putih,34941.93548387097
2024-01,Jawa Timur,Beras,13879.032258064517
2024-01,Jawa Timur,Cabai Merah,58504.83870967742
2024-01,Jawa Timur,Cabai Rawit,36608.06451612903
2024-01,Jawa Timur,Daging Ayam,31848.387096774193
2024-01,Jawa Timur,Daging Sapi,117998.3870967742
2024-01,Jawa Timur,Gula Pasir,16730.645161290322
2024-01,Jawa Timur,Minyak Goreng,17616.129032258064
2024-01,Jawa Timur,Telur Ayam,25567.74193548387
2024-01,Kalimantan Barat,Bawang Merah,38223.333333333336
2024-01,Kalimantan Barat,Bawang Putih,37505.0
2024-01,Kalimantan Barat,Beras,15650.0
2024-01,Kalimantan Barat,Cabai Merah,51370.0
2024-01,Kalimantan Barat,Cabai Rawit,50326.666666666664
2024-01,Kalimantan Barat,Daging Ayam,38613.333333333336
2024-01,Kalimantan Barat,Daging Sapi,150078.33333333334
2024-01,Kalimantan Barat,Gula Pasir,17235.0
2024-01,Kalimantan Barat,Minyak Goreng,18581.666666666668
2024-01,Kalimantan Barat,Telur Ayam,30010.0
2024-01,Kalimantan Selatan,Bawang Merah,38104.83870967742
2024-01,Kalimantan Selatan,Bawang Putih,38862.903225806454
2024-01,Kalimantan Selatan,Beras,17741.935483870966
2024-01,Kalimantan Selatan,Cabai Merah,61072.58064516129
2024-01,Kalimantan Selatan,Cabai Rawit,45485.48387096774
2024-01,Kalimantan Selatan,Daging Ayam,46633.87096774193
2024-01,Kalimantan Selatan,Daging Sapi,159077.4193548387
2024-01,Kalimantan Selatan,Gula Pasir,17575.8064516129
2024-01,Kalimantan Selatan,Minyak Goreng,19435.483870967742
2024-01,Kalimantan Selatan,Telur Ayam,30524.1935483871
2024-01,Kalimantan Tengah,Bawang Merah,42503.22580645161
2024-01,Kalimantan Tengah,Bawang Putih,39217.74193548387
2024-01,Kalimantan Tengah,Beras,18800.0
2024-01,Kalimantan Tengah,Cabai Merah,82117.74193548386
2024-01,Kalimantan Tengah,Cabai Rawit,48793.54838709677
2024-01,Kalimantan Tengah,Daging Ayam,45112.903225806454
2024-01,Kalimantan Tengah,Daging Sapi,154100.0
2024-01,Kalimantan Tengah,Gula Pasir,19100.0
2024-01,Kalimantan Tengah,Minyak Goreng,19750.0
2024-01,Kalimantan Tengah,Telur Ayam,30619.354838709678
2024-01,Kalimantan Timur,Bawang Merah,45959.67741935484
2024-01,Kalimantan Timur,Bawang Putih,41553.22580645161
2024-01,Kalimantan Timur,Beras,15166.129032258064
2024-01,Kalimantan Timur,Cabai Merah,61462.903225806454
2024-01,Kalimantan Timur,Cabai Rawit,53453.22580645161
2024-01,Kalimantan Timur,Daging Ayam,36190.32258064516
2024-01,Kalimantan Timur,Daging Sapi,152750.0
2024-01,Kalimantan Timur,Gula Pasir,17995.16129032258
2024-01,Kalimantan Timur,Minyak Goreng,18906.451612903227
2024-01,Kalimantan Timur,Telur Ayam,29038.709677419356
2024-01,Kalimantan Utara,Bawang Merah,51660.0
2024-01,Kalimantan Utara,Bawang Putih,44973.333333333336
2024-01,Kalimantan Utara,Beras,16158.333333333334
2024-01,Kalimantan Utara,Cabai Merah,70831.66666666667
2024-01,Kalimantan Utara,Cabai Rawit,95371.66666666667
2024-01,Kalimantan Utara,Daging Ayam,49135.0
2024-01,Kalimantan Utara,Daging Sapi,129920.0
2024-01,Kalimantan Utara,Gula Pasir,18688.333333333332
2024-01,Kalimantan Utara,Minyak Goreng,19731.666666666668
2024-01,Kalimantan Utara,Telur Ayam,30488.333333333332
2024-01,Kepulauan Bangka Belitung,Bawang Merah,41072.58064516129
2024-01,Kepulauan Bangka Belitung,Bawang Putih,40287.096774193546
2024-01,Kepulauan Bangka Belitung,Beras,14632.258064516129
2024-01,Kepulauan Bangka Belitung,Cabai Merah,73029.03225806452
2024-01,Kepulauan Bangka Belitung,Cabai Rawit,67288.70967741935
2024-01,Kepulauan Bangka Belitung,Daging Ayam,37964.51612903226
2024-01,Kepulauan Bangka Belitung,Daging Sapi,134803.2258064516
2024-01,Kepulauan Bangka Belitung,Gula Pasir,17066.129032258064
2024-01,Kepulauan Bangka Belitung,Minyak Goreng,16829.032258064515
2024-01,Kepulauan Bangka Belitung,Telur Ayam,31032.25806451613
2024-01,Kepulauan Riau,Bawang Merah,38982.25806451613
2024-01,Kepulauan Riau,Bawang Putih,34230.645161290326
2024-01,Kepulauan Riau,Beras,14300.0
2024-01,Kepulauan Riau,Cabai Merah,56900.0
2024-01,Kepulauan Riau,Cabai Rawit,50475.8064516129
2024-01,Kepulauan Riau,Daging Ayam,37217.74193548387
2024-01,Kepulauan Riau,Daging Sapi,99250.0
2024-01,Kepulauan Riau,Gula Pasir,17135.483870967742
2024-01,Kepulauan Riau,Minyak Goreng,16303.225806451614
2024-01,Kepulauan Riau,Telur Ayam,27422.58064516129
2024-01,Lampung,Bawang Merah,30391.666666666668
2024-01,Lampung,Bawang Putih,35428.333333333336
2024-01,Lampung,Beras,13726.666666666666
2024-01,Lampung,Cabai Merah,61960.0
2024-01,Lampung,Cabai Rawit,45778.333333333336
2024-01,Lampung,Daging Ayam,31705.0
2024-01,Lampung,Daging Sapi,129400.0
2024-01,Lampung,Gula Pasir,16703.333333333332
2024-01,Lampung,Minyak Goreng,17260.0
2024-01,Lampung,Telur Ayam,26116.666666666668
2024-01,Maluku,Bawang Merah,48680.645161290326
2024-01,Maluku,Bawang Putih,45488.709677419356
2024-01,Maluku,Beras,15203.225806451614
2024-01,Maluku,Cabai Merah,78185.48387096774
2024-01,Maluku,Cabai Rawit,111845.16129032258
2024-01,Maluku,Daging Ayam,39964.51612903226
2024-01,Maluku,Daging Sapi,133508.06451612903
2024-01,Maluku,Gula Pasir,18759.677419354837
2024-01,Maluku,Minyak Goreng,21012.90322580645
2024-01,Maluku,Telur Ayam,35630.645161290326
2024-01,Maluku Utara,Bawang Merah,59500.0
2024-01,Maluku Utara,Bawang Putih,54458.333333333336
2024-01,Maluku Utara,Beras,15750.0
2024-01,Maluku Utara,Cabai Merah,67750.0
2024-01,Maluku Utara,Cabai Rawit,98916.66666666667
2024-01,Maluku Utara,Daging Ayam,42500.0
2024-01,Maluku Utara,Daging Sapi,137666.66666666666
2024-01,Maluku Utara,Gula Pasir,18225.0
2024-01,Maluku Utara,Minyak Goreng,21300.0
2024-01,Maluku Utara,Telur Ayam,36100.0
2024-01,Nusa Tenggara Barat,Bawang Merah,34735.48387096774
2024-01,Nusa Tenggara Barat,Bawang Putih,38806.45161290323
2024-01,Nusa Tenggara Barat,Beras,13348.387096774193
2024-01,Nusa Tenggara Barat,Cabai Merah,58496.77419354839
2024-01,Nusa Tenggara Barat,Cabai Rawit,33074.1935483871
2024-01,Nusa Tenggara Barat,Daging Ayam,39593.54838709677
2024-01,Nusa Tenggara Barat,Daging Sapi,117650.0
2024-01,Nusa Tenggara Barat,Gula Pasir,17058.064516129034
2024-01,Nusa Tenggara Barat,Minyak Goreng,18608.064516129034
2024-01,Nusa Tenggara Barat,Telur Ayam,29601.612903225807
2024-01,Nusa Tenggara Timur,Bawang Merah,32436.666666666668
2024-01,Nusa Tenggara Timur,Bawang Putih,44608.333333333336
2024-01,Nusa Tenggara Timur,Beras,15096.666666666666
2024-01,Nusa Tenggara Timur,Cabai Merah,70540.0
2024-01,Nusa Tenggara Timur,Cabai Rawit,99841.66666666667
2024-01,Nusa Tenggara Timur,Daging Ayam,45871.666666666664
2024-01,Nusa Tenggara Timur,Daging Sapi,110461.66666666667
2024-01,Nusa Tenggara Timur,Gula Pasir,18200.0
2024-01,Nusa Tenggara Timur,Minyak Goreng,21058.333333333332
2024-01,Nusa Tenggara Timur,Telur Ayam,31926.666666666668
2024-01,Papua,Bawang Merah,53735.0
2024-01,Papua,Bawang Putih,49471.666666666664
2024-01,Papua,Beras,15356.666666666666
2024-01,Papua,Cabai Merah,69446.66666666667
2024-01,Papua,Cabai Rawit,79150.0
2024-01,Papua,Daging Ayam,42558.333333333336
2024-01,Papua,Daging Sapi,133780.0
2024-01,Papua,Gula Pasir,19310.0
2024-01,Papua,Minyak Goreng,21335.0
2024-01,Papua,Telur Ayam,36745.0
2024-01,Papua Barat,Bawang Merah,56693.54838709677
2024-01,Papua Barat,Bawang Putih,56250.0
2024-01,Papua Barat,Beras,15572.58064516129
2024-01,Papua Barat,Cabai Merah,53100.0
2024-01,Papua Barat,Cabai Rawit,75725.80645161291
2024-01,Papua Barat,Daging Ayam,48125.8064516129
2024-01,Papua Barat,Daging Sapi,147500.0
2024-01,Papua Barat,Gula Pasir,19733.870967741936
2024-01,Papua Barat,Minyak Goreng,23745.16129032258
2024-01,Papua Barat,Telur Ayam,37658.06451612903
2024-01,Riau,Bawang Merah,34571.666666666664
2024-01,Riau,Bawang Putih,36183.333333333336
2024-01,Riau,Beras,15251.666666666666
2024-01,Riau,Cabai Merah,47465.0
2024-01,Riau,Cabai Rawit,48691.666666666664
2024-01,Riau,Daging Ayam,28755.0
2024-01,Riau,Daging Sapi,126060.0
2024-01,Riau,Gula Pasir,16981.666666666668
2024-01,Riau,Minyak Goreng,16855.0
2024-01,Riau,Telur Ayam,27108.333333333332
2024-01,Sulawesi Barat,Bawang Merah,40385.48387096774
2024-01,Sulawesi Barat,Bawang Putih,39206.45161290323
2024-01,Sulawesi Barat,Beras,13604.838709677419
2024-01,Sulawesi Barat,Cabai Merah,41308.06451612903
2024-01,Sulawesi Barat,Cabai Rawit,42543.54838709677
2024-01,Sulawesi Barat,Daging Ayam,31325.8064516129
2024-01,Sulawesi Barat,Daging Sapi,121650.0
2024-01,Sulawesi Barat,Gula Pasir,17238.709677419356
2024-01,Sulawesi Barat,Minyak Goreng,19495.16129032258
2024-01,Sulawesi Barat,Telur Ayam,23480.645161290322
2024-01,Sulawesi Selatan,Bawang Merah,39216.12903225807
2024-01,Sulawesi Selatan,Bawang Putih,38558.06451612903
2024-01,Sulawesi Selatan,Beras,13027.41935483871
2024-01,Sulawesi Selatan,Cabai Merah,38893.54838709677
2024-01,Sulawesi Selatan,Cabai Rawit,42567.74193548387
2024-01,Sulawesi Selatan,Daging Ayam,29075.8064516129
2024-01,Sulawesi Selatan,Daging Sapi,123000.0
2024-01,Sulawesi Selatan,Gula Pasir,17001.612903225807
2024-01,Sulawesi Selatan,Minyak Goreng,17640.322580645163
2024-01,Sulawesi Selatan,Telur Ayam,23850.0
2024-01,Sulawesi Tengah,Bawang Merah,49441.666666666664
2024-01,Sulawesi Tengah,Bawang Putih,44375.0
2024-01,Sulawesi Tengah,Beras,14168.333333333334
2024-01,Sulawesi Tengah,Cabai Merah,40631.666666666664
2024-01,Sulawesi Tengah,Cabai Rawit,59790.0
2024-01,Sulawesi Tengah,Daging Ayam,32296.666666666668
2024-01,Sulawesi Tengah,Daging Sapi,143750.0
2024-01,Sulawesi Tengah,Gula Pasir,18706.666666666668
2024-01,Sulawesi Tengah,Minyak Goreng,17896.666666666668
2024-01,Sulawesi Tengah,Telur Ayam,29900.0
2024-01,Sulawesi Tenggara,Bawang Merah,46662.903225806454
2024-01,Sulawesi Tenggara,Bawang Putih,45303.22580645161
2024-01,Sulawesi Tenggara,Beras,14140.322580645161
2024-01,Sulawesi Tenggara,Cabai Merah,58503.22580645161
2024-01,Sulawesi Tenggara,Cabai Rawit,107269.35483870968
2024-01,Sulawesi Tenggara,Daging Ayam,36356.45161290323
2024-01,Sulawesi Tenggara,Daging Sapi,138150.0
2024-01,Sulawesi Tenggara,Gula Pasir,19100.0
2024-01,Sulawesi Tenggara,Minyak Goreng,20601.612903225807
2024-01,Sulawesi Tenggara,Telur Ayam,29650.0
2024-01,Sulawesi Utara,Bawang Merah,47717.74193548387
2024-01,Sulawesi Utara,Bawang Putih,44274.1935483871
2024-01,Sulawesi Utara,Beras,13658.064516129032
2024-01,Sulawesi Utara,Cabai Merah,39558.06451612903
2024-01,Sulawesi Utara,Cabai Rawit,43816.12903225807
2024-01,Sulawesi Utara,Daging Ayam,37112.903225806454
2024-01,Sulawesi Utara,Daging Sapi,135000.0
2024-01,Sulawesi Utara,Gula Pasir,17529.032258064515
2024-01,Sulawesi Utara,Minyak Goreng,16509.677419354837
2024-01,Sulawesi Utara,Telur Ayam,29340.322580645163
2024-01,Sumatera Barat,Bawang Merah,34387.096774193546
2024-01,Sumatera Barat,Bawang Putih,37448.3870967742
2024-01,Sumatera Barat,Beras,16358.064516129032
2024-01,Sumatera Barat,Cabai Merah,46204.83870967742
2024-01,Sumatera Barat,Cabai Rawit,48132.25806451613
2024-01,Sumatera Barat,Daging Ayam,45724.1935483871
2024-01,Sumatera Barat,Daging Sapi,148750.0
2024-01,Sumatera Barat,Gula Pasir,17467.74193548387
2024-01,Sumatera Barat,Minyak Goreng,17979.032258064515
2024-01,Sumatera Barat,Telur Ayam,26606.451612903227
2024-01,Sumatera Selatan,Bawang Merah,36536.666666666664
2024-01,Sumatera Selatan,Bawang Putih,39070.0
2024-01,Sumatera Selatan,Beras,14390.0
2024-01,Sumatera Selatan,Cabai Merah,54303.333333333336
2024-01,Sumatera Selatan,Cabai Rawit,50741.666666666664
2024-01,Sumatera Selatan,Daging Ayam,31858.333333333332
2024-01,Sumatera Selatan,Daging Sapi,138670.0
2024-01,Sumatera Selatan,Gula Pasir,16613.333333333332
2024-01,Sumatera Selatan,Minyak Goreng,18500.0
2024-01,Sumatera Selatan,Telur Ayam,26438.333333333332
2024-01,Sumatera Utara,Bawang Merah,40177.41935483871
2024-01,Sumatera Utara,Bawang Putih,37566.12903225807
2024-01,Sumatera Utara,Beras,13520.967741935483
2024-01,Sumatera Utara,Cabai Merah,40109.67741935484
2024-01,Sumatera Utara,Cabai Rawit,48890.32258064516
2024-01,Sumatera Utara,Daging Ayam,34719.354838709674
2024-01,Sumatera Utara,Daging Sapi,133750.0
2024-01,Sumatera Utara,Gula Pasir,17611.290322580644
2024-01,Sumatera Utara,Minyak Goreng,18554.83870967742
2024-01,Sumatera Utara,Telur Ayam,28777.41935483871
2024-02,Aceh,Bawang Merah,36892.857142857145
2024-02,Aceh,Bawang Putih,38107.142857142855
2024-02,Aceh,Beras,13837.5
2024-02,Aceh,Cabai Merah,53450.0
2024-02,Aceh,Cabai Rawit,50410.71428571428
2024-02,Aceh,Daging Ayam,32316.071428571428
2024-02,Aceh,Daging Sapi,145775.0
2024-02,Aceh,Gula Pasir,18185.714285714286
2024-02,Aceh,Minyak Goreng,19028.571428571428
2024-02,Aceh,Telur Ayam,28094.64285714286
2024-02,Bali,Bawang Merah,27430.35714285714
2024-02,Bali,Bawang Putih,34064.28571428572
2024-02,Bali,Beras,16158.92857142857
2024-02,Bali,Cabai Merah,72839.28571428571
2024-02,Bali,Cabai Rawit,41167.857142857145
2024-02,Bali,Daging Ayam,37837.5
2024-02,Bali,Daging Sapi,126600.0
2024-02,Bali,Gula Pasir,17978.571428571428
2024-02,Bali,Minyak Goreng,18400.0
2024-02,Bali,Telur Ayam,27091.071428571428
2024-02,Banten,Bawang Merah,33362.5
2024-02,Banten,Bawang Putih,39289.28571428572
2024-02,Banten,Beras,16083.92857142857
2024-02,Banten,Cabai Merah,84660.71428571429
2024-02,Banten,Cabai Rawit,55780.357142857145
2024-02,Banten,Daging Ayam,38594.642857142855
2024-02,Banten,Daging Sapi,132500.0
2024-02,Banten,Gula Pasir,17750.0
2024-02,Banten,Minyak Goreng,17596.428571428572
2024-02,Banten,Telur Ayam,28778.571428571428
2024-02,Bengkulu,Bawang Merah,34687.5
2024-02,Bengkulu,Bawang Putih,38157.142857142855
2024-02,Bengkulu,Beras,15426.785714285714
2024-02,Bengkulu,Cabai Merah,65689.28571428571
2024-02,Bengkulu,Cabai Rawit,47875.0
2024-02,Bengkulu,Daging Ayam,36233.92857142857
2024-02,Bengkulu,Daging Sapi,135650.0
2024-02,Bengkulu,Gula Pasir,17639.285714285714
2024-02,Bengkulu,Minyak Goreng,17178.571428571428
2024-02,Bengkulu,Telur Ayam,27421.428571428572
2024-02,DI Yogyakarta,Bawang Merah,32892.857142857145
2024-02,DI Yogyakarta,Bawang Putih,44000.0
2024-02,DI Yogyakarta,Beras,15148.214285714286
2024-02,DI Yogyakarta,Cabai Merah,77132.14285714286
2024-02,DI Yogyakarta,Cabai Rawit,48991.07142857143
2024-02,DI Yogyakarta,Daging Ayam,35080.357142857145
2024-02,DI Yogyakarta,Daging Sapi,136250.0
2024-02,DI Yogyakarta,Gula Pasir,17017.85714285714
2024-02,DI Yogyakarta,Minyak Goreng,17435.714285714286
2024-02,DI Yogyakarta,Telur Ayam,27776.785714285714
2024-02,DKI Jakarta,Bawang Merah,39330.0
2024-02,DKI Jakarta,Bawang Putih,46690.0
2024-02,DKI Jakarta,Beras,15980.0
2024-02,DKI Jakarta,Cabai Merah,88790.0
2024-02,DKI Jakarta,Cabai Rawit,61910.0
2024-02,DKI Jakarta,Daging Ayam,35536.0
2024-02,DKI Jakarta,Daging Sapi,141650.0
2024-02,DKI Jakarta,Gula Pasir,18150.0
2024-02,DKI Jakarta,Minyak Goreng,18264.0
2024-02,DKI Jakarta,Telur Ayam,28458.0
2024-02,Gorontalo,Bawang Merah,39773.21428571428
2024-02,Gorontalo,Bawang Putih,41164.28571428572
2024-02,Gorontalo,Beras,15096.42857142857
2024-02,Gorontalo,Cabai Merah,33667.857142857145
2024-02,Gorontalo,Cabai Rawit,38776.78571428572
2024-02,Gorontalo,Daging Ayam,31196.428571428572
2024-02,Gorontalo,Daging Sapi,131900.0
2024-02,Gorontalo,Gula Pasir,18337.5
2024-02,Gorontalo,Minyak Goreng,22791.071428571428
2024-02,Gorontalo,Telur Ayam,33476.78571428572
2024-02,Jambi,Bawang Merah,29294.64285714286
2024-02,Jambi,Bawang Putih,37094.642857142855
2024-02,Jambi,Beras,14280.357142857143
2024-02,Jambi,Cabai Merah,63496.42857142857
2024-02,Jambi,Cabai Rawit,58407.142857142855
2024-02,Jambi,Daging Ayam,34800.0
2024-02,Jambi,Daging Sapi,136900.0
2024-02,Jambi,Gula Pasir,17253.571428571428
2024-02,Jambi,Minyak Goreng,17757.14285714286
2024-02,Jambi,Telur Ayam,26137.5
2024-02,Jawa Barat,Bawang Merah,31760.714285714286
2024-02,Jawa Barat,Bawang Putih,39776.78571428572
2024-02,Jawa Barat,Beras,15442.857142857143
2024-02,Jawa Barat,Cabai Merah,87267.85714285714
2024-02,Jawa Barat,Cabai Rawit,54128.57142857143
2024-02,Jawa Barat,Daging Ayam,36239.28571428572
2024-02,Jawa Barat,Daging Sapi,139151.7857142857
2024-02,Jawa Barat,Gula Pasir,17475.0
2024-02,Jawa Barat,Minyak Goreng,18275.0
2024-02,Jawa Barat,Telur Ayam,28526.785714285714
2024-02,Jawa Tengah,Bawang Merah,30710.714285714286
2024-02,Jawa Tengah,Bawang Putih,40280.357142857145
2024-02,Jawa Tengah,Beras,15083.92857142857
2024-02,Jawa Tengah,Cabai Merah,71646.42857142857
2024-02,Jawa Tengah,Cabai Rawit,45762.5
2024-02,Jawa Tengah,Daging Ayam,34292.857142857145
2024-02,Jawa Tengah,Daging Sapi,128598.21428571429
2024-02,Jawa Tengah,Gula Pasir,17614.285714285714
2024-02,Jawa Tengah,Minyak Goreng,17585.714285714286
2024-02,Jawa Tengah,Telur Ayam,27635.714285714286
2024-02,Jawa Timur,Bawang Merah,29062.5
2024-02,Jawa Timur,Bawang Putih,34325.0
2024-02,Jawa Timur,Beras,15026.785714285714
2024-02,Jawa Timur,Cabai Merah,71787.5
2024-02,Jawa Timur,Cabai Rawit,41201.78571428572
2024-02,Jawa Timur,Daging Ayam,33750.0
2024-02,Jawa Timur,Daging Sapi,117750.0
2024-02,Jawa Timur,Gula Pasir,16985.714285714286
2024-02,Jawa Timur,Minyak Goreng,17746.428571428572
2024-02,Jawa Timur,Telur Ayam,27669.64285714286
2024-02,Kalimantan Barat,Bawang Merah,36096.42857142857
2024-02,Kalimantan Barat,Bawang Putih,37410.71428571428
2024-02,Kalimantan Barat,Beras,15821.42857142857
2024-02,Kalimantan Barat,Cabai Merah,58739.28571428572
2024-02,Kalimantan Barat,Cabai Rawit,71241.07142857143
2024-02,Kalimantan Barat,Daging Ayam,35764.28571428572
2024-02,Kalimantan Barat,Daging Sapi,150000.0
2024-02,Kalimantan Barat,Gula Pasir,17382.14285714286
2024-02,Kalimantan Barat,Minyak Goreng,18750.0
2024-02,Kalimantan Barat,Telur Ayam,31260.714285714286
2024-02,Kalimantan Selatan,Bawang Merah,33403.57142857143
2024-02,Kalimantan Selatan,Bawang Putih,37258.92857142857
2024-02,Kalimantan Selatan,Beras,17985.714285714286
2024-02,Kalimantan Selatan,Cabai Merah,69642.85714285714
2024-02,Kalimantan Selatan,Cabai Rawit,43344.642857142855
2024-02,Kalimantan Selatan,Daging Ayam,42462.5
2024-02,Kalimantan Selatan,Daging Sapi,158892.85714285713
2024-02,Kalimantan Selatan,Gula Pasir,17700.0
2024-02,Kalimantan Selatan,Minyak Goreng,19300.0
2024-02,Kalimantan Selatan,Telur Ayam,31114.285714285714
2024-02,Kalimantan Tengah,Bawang Merah,36544.642857142855
2024-02,Kalimantan Tengah,Bawang Putih,38160.71428571428
2024-02,Kalimantan Tengah,Beras,19055.35714285714
2024-02,Kalimantan Tengah,Cabai Merah,93871.42857142857
2024-02,Kalimantan Tengah,Cabai Rawit,55094.642857142855
2024-02,Kalimantan Tengah,Daging Ayam,38530.357142857145
2024-02,Kalimantan Tengah,Daging Sapi,154100.0
2024-02,Kalimantan Tengah,Gula Pasir,19100.0
2024-02,Kalimantan Tengah,Minyak Goreng,19778.571428571428
2024-02,Kalimantan Tengah,Telur Ayam,31457.14285714286
2024-02,Kalimantan Timur,Bawang Merah,40385.71428571428
2024-02,Kalimantan Timur,Bawang Putih,41135.71428571428
2024-02,Kalimantan Timur,Beras,15385.714285714286
2024-02,Kalimantan Timur,Cabai Merah,63621.42857142857
2024-02,Kalimantan Timur,Cabai Rawit,48766.07142857143
2024-02,Kalimantan Timur,Daging Ayam,36153.57142857143
2024-02,Kalimantan Timur,Daging Sapi,153398.2142857143
2024-02,Kalimantan Timur,Gula Pasir,18082.14285714286
2024-02,Kalimantan Timur,Minyak Goreng,19269.64285714286
2024-02,Kalimantan Timur,Telur Ayam,28937.5
