bulan,provinsi,komoditas,rata_rata_harga
2024-03,Sulawesi Utara,Daging Sapi,132500.0
2024-03,Sulawesi Utara,Gula Pasir,18282.25806451613
2024-03,Sulawesi Utara,Minyak Goreng,17625.8064516129
2024-03,Sulawesi Utara,Telur Ayam,33850.0
2024-03,Sumatera Barat,Bawang Merah,35941.93548387097
2024-03,Sumatera Barat,Bawang Putih,39035.48387096774
2024-03,Sumatera Barat,Beras,17338.709677419356
2024-03,Sumatera Barat,Cabai Merah,69100.0
2024-03,Sumatera Barat,Cabai Rawit,68829.03225806452
2024-03,Sumatera Barat,Daging Ayam,49019.354838709674
2024-03,Sumatera Barat,Daging Sapi,149883.87096774194
2024-03,Sumatera Barat,Gula Pasir,18112.90322580645
2024-03,Sumatera Barat,Minyak Goreng,19029.032258064515
2024-03,Sumatera Barat,Telur Ayam,29319.354838709678
2024-03,Sumatera Selatan,Bawang Merah,37732.25806451613
2024-03,Sumatera Selatan,Bawang Putih,39961.290322580644
2024-03,Sumatera Selatan,Beras,15380.645161290322
2024-03,Sumatera Selatan,Cabai Merah,68432.25806451614
2024-03,Sumatera Selatan,Cabai Rawit,80470.96774193548
2024-03,Sumatera Selatan,Daging Ayam,35922.58064516129
2024-03,Sumatera Selatan,Daging Sapi,138750.0
2024-03,Sumatera Selatan,Gula Pasir,17158.064516129034
2024-03,Sumatera Selatan,Minyak Goreng,18862.90322580645
2024-03,Sumatera Selatan,Telur Ayam,29385.483870967742
2024-03,Sumatera Utara,Bawang Merah,39809.67741935484
2024-03,Sumatera Utara,Bawang Putih,38745.16129032258
2024-03,Sumatera Utara,Beras,13800.0
2024-03,Sumatera Utara,Cabai Merah,59903.22580645161
2024-03,Sumatera Utara,Cabai Rawit,59169.354838709674
2024-03,Sumatera Utara,Daging Ayam,38893.54838709677
2024-03,Sumatera Utara,Daging Sapi,135225.8064516129
2024-03,Sumatera Utara,Gula Pasir,18332.25806451613
2024-03,Sumatera Utara,Minyak Goreng,19225.8064516129
2024-03,Sumatera Utara,Telur Ayam,29569.354838709678
2024-04,Aceh,Bawang Merah,51790.38461538462
2024-04,Aceh,Bawang Putih,41134.61538461538
2024-04,Aceh,Beras,13801.923076923076
2024-04,Aceh,Cabai Merah,45934.61538461538
2024-04,Aceh,Cabai Rawit,48573.07692307692
2024-04,Aceh,Daging Ayam,33848.07692307692
2024-04,Aceh,Daging Sapi,146778.84615384616
2024-04,Aceh,Gula Pasir,18855.76923076923
2024-04,Aceh,Minyak Goreng,19242.30769230769
2024-04,Aceh,Telur Ayam,29542.30769230769
2024-04,Bali,Bawang Merah,38601.92307692308
2024-04,Bali,Bawang Putih,37453.846153846156
2024-04,Bali,Beras,15376.923076923076
2024-04,Bali,Cabai Merah,42140.38461538462
2024-04,Bali,Cabai Rawit,38430.769230769234
2024-04,Bali,Daging Ayam,41609.61538461538
2024-04,Bali,Daging Sapi,127638.46153846153
2024-04,Bali,Gula Pasir,18126.923076923078
2024-04,Bali,Minyak Goreng,18753.846153846152
2024-04,Bali,Telur Ayam,29163.46153846154
2024-04,Banten,Bawang Merah,58580.769230769234
2024-04,Banten,Bawang Putih,43800.0
2024-04,Banten,Beras,15509.615384615385
2024-04,Banten,Cabai Merah,51075.0
2024-04,Banten,Cabai Rawit,40475.0
2024-04,Banten,Daging Ayam,40557.692307692305
2024-04,Banten,Daging Sapi,135696.15384615384
2024-04,Banten,Gula Pasir,18442.30769230769
2024-04,Banten,Minyak Goreng,18000.0
2024-04,Banten,Telur Ayam,27909.615384615383
2024-04,Bengkulu,Bawang Merah,52928.846153846156
2024-04,Bengkulu,Bawang Putih,44303.846153846156
2024-04,Bengkulu,Beras,15680.76923076923
2024-04,Bengkulu,Cabai Merah,46136.53846153846
2024-04,Bengkulu,Cabai Rawit,48723.07692307692
2024-04,Bengkulu,Daging Ayam,37305.769230769234
2024-04,Bengkulu,Daging Sapi,136230.76923076922
2024-04,Bengkulu,Gula Pasir,17778.846153846152
2024-04,Bengkulu,Minyak Goreng,17771.153846153848
2024-04,Bengkulu,Telur Ayam,28769.23076923077
2024-04,DI Yogyakarta,Bawang Merah,46019.230769230766
2024-04,DI Yogyakarta,Bawang Putih,46721.153846153844
2024-04,DI Yogyakarta,Beras,15150.0
2024-04,DI Yogyakarta,Cabai Merah,43155.769230769234
2024-04,DI Yogyakarta,Cabai Rawit,38059.61538461538
2024-04,DI Yogyakarta,Daging Ayam,38923.07692307692
2024-04,DI Yogyakarta,Daging Sapi,136250.0
2024-04,DI Yogyakarta,Gula Pasir,17294.23076923077
2024-04,DI Yogyakarta,Minyak Goreng,17784.615384615383
2024-04,DI Yogyakarta,Telur Ayam,27521.153846153848
2024-04,DKI Jakarta,Bawang Merah,58621.153846153844
2024-04,DKI Jakarta,Bawang Putih,52811.53846153846
2024-04,DKI Jakarta,Beras,15725.0
2024-04,DKI Jakarta,Cabai Merah,57059.61538461538
2024-04,DKI Jakarta,Cabai Rawit,48121.153846153844
2024-04,DKI Jakarta,Daging Ayam,38817.307692307695
2024-04,DKI Jakarta,Daging Sapi,142363.46153846153
2024-04,DKI Jakarta,Gula Pasir,18576.923076923078
2024-04,DKI Jakarta,Minyak Goreng,18942.30769230769
2024-04,DKI Jakarta,Telur Ayam,28653.846153846152
2024-04,Gorontalo,Bawang Merah,51986.53846153846
2024-04,Gorontalo,Bawang Putih,54896.153846153844
2024-04,Gorontalo,Beras,15875.0
2024-04,Gorontalo,Cabai Merah,33125.0
2024-04,Gorontalo,Cabai Rawit,54038.46153846154
2024-04,Gorontalo,Daging Ayam,31971.153846153848
2024-04,Gorontalo,Daging Sapi,135961.53846153847
2024-04,Gorontalo,Gula Pasir,19573.076923076922
2024-04,Gorontalo,Minyak Goreng,22759.615384615383
2024-04,Gorontalo,Telur Ayam,38786.53846153846
2024-04,Jambi,Bawang Merah,45151.92307692308
2024-04,Jambi,Bawang Putih,41009.61538461538
2024-04,Jambi,Beras,14707.692307692309
2024-04,Jambi,Cabai Merah,42369.230769230766
2024-04,Jambi,Cabai Rawit,48140.38461538462
2024-04,Jambi,Daging Ayam,35830.769230769234
2024-04,Jambi,Daging Sapi,140328.84615384616
2024-04,Jambi,Gula Pasir,17744.23076923077
2024-04,Jambi,Minyak Goreng,18413.46153846154
2024-04,Jambi,Telur Ayam,27226.923076923078
2024-04,Jawa Barat,Bawang Merah,54748.07692307692
2024-04,Jawa Barat,Bawang Putih,44488.46153846154
2024-04,Jawa Barat,Beras,15234.615384615385
2024-04,Jawa Barat,Cabai Merah,54044.230769230766
2024-04,Jawa Barat,Cabai Rawit,45034.61538461538
2024-04,Jawa Barat,Daging Ayam,38790.38461538462
2024-04,Jawa Barat,Daging Sapi,142884.61538461538
2024-04,Jawa Barat,Gula Pasir,18094.23076923077
2024-04,Jawa Barat,Minyak Goreng,18575.0
2024-04,Jawa Barat,Telur Ayam,28607.69230769231
2024-04,Jawa Tengah,Bawang Merah,51067.307692307695
2024-04,Jawa Tengah,Bawang Putih,44211.53846153846
2024-04,Jawa Tengah,Beras,14936.538461538461
2024-04,Jawa Tengah,Cabai Merah,40342.307692307695
2024-04,Jawa Tengah,Cabai Rawit,32278.846153846152
2024-04,Jawa Tengah,Daging Ayam,38248.07692307692
2024-04,Jawa Tengah,Daging Sapi,130265.38461538461
2024-04,Jawa Tengah,Gula Pasir,18296.153846153848
2024-04,Jawa Tengah,Minyak Goreng,18061.53846153846
2024-04,Jawa Tengah,Telur Ayam,27563.46153846154
2024-04,Jawa Timur,Bawang Merah,47119.230769230766
2024-04,Jawa Timur,Bawang Putih,37892.307692307695
2024-04,Jawa Timur,Beras,14711.538461538461
2024-04,Jawa Timur,Cabai Merah,40930.769230769234
2024-04,Jawa Timur,Cabai Rawit,26003.846153846152
2024-04,Jawa Timur,Daging Ayam,37169.230769230766
2024-04,Jawa Timur,Daging Sapi,121965.38461538461
2024-04,Jawa Timur,Gula Pasir,17567.30769230769
2024-04,Jawa Timur,Minyak Goreng,18269.23076923077
2024-04,Jawa Timur,Telur Ayam,27319.23076923077
2024-04,Kalimantan Barat,Bawang Merah,39528.846153846156
2024-04,Kalimantan Barat,Bawang Putih,42121.153846153844
2024-04,Kalimantan Barat,Beras,16500.0
2024-04,Kalimantan Barat,Cabai Merah,62450.0
2024-04,Kalimantan Barat,Cabai Rawit,75936.53846153847
2024-04,Kalimantan Barat,Daging Ayam,39796.153846153844
2024-04,Kalimantan Barat,Daging Sapi,150450.0
2024-04,Kalimantan Barat,Gula Pasir,17944.23076923077
2024-04,Kalimantan Barat,Minyak Goreng,19513.46153846154
2024-04,Kalimantan Barat,Telur Ayam,35061.53846153846
2024-04,Kalimantan Selatan,Bawang Merah,47232.692307692305
2024-04,Kalimantan Selatan,Bawang Putih,42948.07692307692
2024-04,Kalimantan Selatan,Beras,18592.30769230769
2024-04,Kalimantan Selatan,Cabai Merah,46453.846153846156
2024-04,Kalimantan Selatan,Cabai Rawit,41596.153846153844
2024-04,Kalimantan Selatan,Daging Ayam,45876.92307692308
2024-04,Kalimantan Selatan,Daging Sapi,161251.92307692306
2024-04,Kalimantan Selatan,Gula Pasir,18025.0
2024-04,Kalimantan Selatan,Minyak Goreng,19400.0
2024-04,Kalimantan Selatan,Telur Ayam,31886.53846153846
2024-04,Kalimantan Tengah,Bawang Merah,43200.0
2024-04,Kalimantan Tengah,Bawang Putih,43446.153846153844
2024-04,Kalimantan Tengah,Beras,19567.30769230769
2024-04,Kalimantan Tengah,Cabai Merah,79359.61538461539
2024-04,Kalimantan Tengah,Cabai Rawit,57594.230769230766
2024-04,Kalimantan Tengah,Daging Ayam,42384.61538461538
2024-04,Kalimantan Tengah,Daging Sapi,155528.84615384616
2024-04,Kalimantan Tengah,Gula Pasir,20017.30769230769
2024-04,Kalimantan Tengah,Minyak Goreng,19848.076923076922
2024-04,Kalimantan Tengah,Telur Ayam,31584.615384615383
2024-04,Kalimantan Timur,Bawang Merah,46926.92307692308
2024-04,Kalimantan Timur,Bawang Putih,46650.0
2024-04,Kalimantan Timur,Beras,16448.076923076922
2024-04,Kalimantan Timur,Cabai Merah,55817.307692307695
2024-04,Kalimantan Timur,Cabai Rawit,61750.0
2024-04,Kalimantan Timur,Daging Ayam,36034.61538461538
2024-04,Kalimantan Timur,Daging Sapi,153998.07692307694
2024-04,Kalimantan Timur,Gula Pasir,18346.153846153848
2024-04,Kalimantan Timur,Minyak Goreng,19434.615384615383
2024-04,Kalimantan Timur,Telur Ayam,31425.0
2024-04,Kalimantan Utara,Bawang Merah,49230.769230769234
2024-04,Kalimantan Utara,Bawang Putih,46555.769230769234
2024-04,Kalimantan Utara,Beras,17046.153846153848
2024-04,Kalimantan Utara,Cabai Merah,73709.61538461539
2024-04,Kalimantan Utara,Cabai Rawit,97448.07692307692
2024-04,Kalimantan Utara,Daging Ayam,48507.692307692305
2024-04,Kalimantan Utara,Daging Sapi,131911.53846153847
2024-04,Kalimantan Utara,Gula Pasir,19117.30769230769
2024-04,Kalimantan Utara,Minyak Goreng,19665.384615384617
2024-04,Kalimantan Utara,Telur Ayam,33759.61538461538
2024-04,Kepulauan Bangka Belitung,Bawang Merah,57250.0
2024-04,Kepulauan Bangka Belitung,Bawang Putih,42365.38461538462
2024-04,Kepulauan Bangka Belitung,Beras,16182.692307692309
2024-04,Kepulauan Bangka Belitung,Cabai Merah,59598.07692307692
2024-04,Kepulauan Bangka Belitung,Cabai Rawit,59225.0
2024-04,Kepulauan Bangka Belitung,Daging Ayam,38969.230769230766
2024-04,Kepulauan Bangka Belitung,Daging Sapi,137601.92307692306
2024-04,Kepulauan Bangka Belitung,Gula Pasir,17469.23076923077
2024-04,Kepulauan Bangka Belitung,Minyak Goreng,16994.23076923077
2024-04,Kepulauan Bangka Belitung,Telur Ayam,32803.846153846156
2024-04,Kepulauan Riau,Bawang Merah,33996.153846153844
2024-04,Kepulauan Riau,Bawang Putih,37321.153846153844
2024-04,Kepulauan Riau,Beras,14615.384615384615
2024-04,Kepulauan Riau,Cabai Merah,55723.07692307692
2024-04,Kepulauan Riau,Cabai Rawit,51832.692307692305
2024-04,Kepulauan Riau,Daging Ayam,37023.07692307692
2024-04,Kepulauan Riau,Daging Sapi,100605.76923076923
2024-04,Kepulauan Riau,Gula Pasir,16328.846153846154
2024-04,Kepulauan Riau,Minyak Goreng,16417.30769230769
2024-04,Kepulauan Riau,Telur Ayam,30596.153846153848
2024-04,Lampung,Bawang Merah,49223.07692307692
2024-04,Lampung,Bawang Putih,42238.46153846154
2024-04,Lampung,Beras,14555.76923076923
2024-04,Lampung,Cabai Merah,41209.61538461538
2024-04,Lampung,Cabai Rawit,37732.692307692305
2024-04,Lampung,Daging Ayam,33430.769230769234
2024-04,Lampung,Daging Sapi,137078.84615384616
2024-04,Lampung,Gula Pasir,17567.30769230769
2024-04,Lampung,Minyak Goreng,17905.76923076923
2024-04,Lampung,Telur Ayam,28875.0
2024-04,Maluku,Bawang Merah,50412.0
2024-04,Maluku,Bawang Putih,50664.0
2024-04,Maluku,Beras,15936.0
2024-04,Maluku,Cabai Merah,73072.0
2024-04,Maluku,Cabai Rawit,73060.0
2024-04,Maluku,Daging Ayam,44032.0
2024-04,Maluku,Daging Sapi,135650.0
2024-04,Maluku,Gula Pasir,20124.0
2024-04,Maluku,Minyak Goreng,20900.0
2024-04,Maluku,Telur Ayam,38272.0
2024-04,Maluku Utara,Bawang Merah,68750.0
2024-04,Maluku Utara,Bawang Putih,64951.92307692308
2024-04,Maluku Utara,Beras,16850.0
2024-04,Maluku Utara,Cabai Merah,48701.92307692308
2024-04,Maluku Utara,Cabai Rawit,70288.46153846153
2024-04,Maluku Utara,Daging Ayam,46413.46153846154
2024-04,Maluku Utara,Daging Sapi,137500.0
2024-04,Maluku Utara,Gula Pasir,19500.0
2024-04,Maluku Utara,Minyak Goreng,20973.076923076922
2024-04,Maluku Utara,Telur Ayam,38719.230769230766
2024-04,Nusa Tenggara Barat,Bawang Merah,36280.769230769234
2024-04,Nusa Tenggara Barat,Bawang Putih,43121.153846153844
2024-04,Nusa Tenggara Barat,Beras,13400.0
2024-04,Nusa Tenggara Barat,Cabai Merah,38132.692307692305
2024-04,Nusa Tenggara Barat,Cabai Rawit,32126.923076923078
2024-04,Nusa Tenggara Barat,Daging Ayam,40125.0
2024-04,Nusa Tenggara Barat,Daging Sapi,118734.61538461539
2024-04,Nusa Tenggara Barat,Gula Pasir,17234.615384615383
2024-04,Nusa Tenggara Barat,Minyak Goreng,19626.923076923078
2024-04,Nusa Tenggara Barat,Telur Ayam,33344.230769230766
2024-04,Nusa Tenggara Timur,Bawang Merah,39840.38461538462
2024-04,Nusa Tenggara Timur,Bawang Putih,47134.61538461538
2024-04,Nusa Tenggara Timur,Beras,16128.846153846154
2024-04,Nusa Tenggara Timur,Cabai Merah,58569.230769230766
2024-04,Nusa Tenggara Timur,Cabai Rawit,71532.69230769231
2024-04,Nusa Tenggara Timur,Daging Ayam,42630.769230769234
2024-04,Nusa Tenggara Timur,Daging Sapi,116905.76923076923
2024-04,Nusa Tenggara Timur,Gula Pasir,18878.846153846152
2024-04,Nusa Tenggara Timur,Minyak Goreng,20726.923076923078
2024-04,Nusa Tenggara Timur,Telur Ayam,35450.0
2024-04,Papua,Bawang Merah,58098.07692307692
2024-04,Papua,Bawang Putih,52696.153846153844
2024-04,Papua,Beras,16996.153846153848
2024-04,Papua,Cabai Merah,77625.0
2024-04,Papua,Cabai Rawit,49553.846153846156
2024-04,Papua,Daging Ayam,43217.307692307695
2024-04,Papua,Daging Sapi,136336.53846153847
2024-04,Papua,Gula Pasir,20275.0
2024-04,Papua,Minyak Goreng,21428.846153846152
2024-04,Papua,Telur Ayam,37501.92307692308
2024-04,Papua Barat,Bawang Merah,59230.769230769234
2024-04,Papua Barat,Bawang Putih,55673.07692307692
2024-04,Papua Barat,Beras,16517.30769230769
2024-04,Papua Barat,Cabai Merah,74578.84615384616
2024-04,Papua Barat,Cabai Rawit,71346.15384615384
2024-04,Papua Barat,Daging Ayam,48311.53846153846
2024-04,Papua Barat,Daging Sapi,148846.15384615384
2024-04,Papua Barat,Gula Pasir,19878.846153846152
2024-04,Papua Barat,Minyak Goreng,23792.30769230769
2024-04,Papua Barat,Telur Ayam,38138.46153846154
2024-04,Riau,Bawang Merah,43463.46153846154
2024-04,Riau,Bawang Putih,40082.692307692305
2024-04,Riau,Beras,15507.692307692309
2024-04,Riau,Cabai Merah,56282.692307692305
2024-04,Riau,Cabai Rawit,52101.92307692308
2024-04,Riau,Daging Ayam,31401.923076923078
2024-04,Riau,Daging Sapi,128580.76923076923
2024-04,Riau,Gula Pasir,17782.69230769231
2024-04,Riau,Minyak Goreng,17142.30769230769
2024-04,Riau,Telur Ayam,29355.76923076923
2024-04,Sulawesi Barat,Bawang Merah,40253.846153846156
2024-04,Sulawesi Barat,Bawang Putih,41365.38461538462
2024-04,Sulawesi Barat,Beras,14167.307692307691
2024-04,Sulawesi Barat,Cabai Merah,30990.384615384617
2024-04,Sulawesi Barat,Cabai Rawit,41665.38461538462
2024-04,Sulawesi Barat,Daging Ayam,31023.076923076922
2024-04,Sulawesi Barat,Daging Sapi,125571.15384615384
2024-04,Sulawesi Barat,Gula Pasir,17809.615384615383
2024-04,Sulawesi Barat,Minyak Goreng,19069.23076923077
2024-04,Sulawesi Barat,Telur Ayam,27159.615384615383
2024-04,Sulawesi Selatan,Bawang Merah,43000.0
2024-04,Sulawesi Selatan,Bawang Putih,41388.46153846154
2024-04,Sulawesi Selatan,Beras,13832.692307692309
2024-04,Sulawesi Selatan,Cabai Merah,29723.076923076922
2024-04,Sulawesi Selatan,Cabai Rawit,39419.230769230766
2024-04,Sulawesi Selatan,Daging Ayam,29771.153846153848
2024-04,Sulawesi Selatan,Daging Sapi,122784.61538461539
2024-04,Sulawesi Selatan,Gula Pasir,17344.23076923077
2024-04,Sulawesi Selatan,Minyak Goreng,17846.153846153848
2024-04,Sulawesi Selatan,Telur Ayam,28026.923076923078
2024-04,Sulawesi Tengah,Bawang Merah,46771.153846153844
2024-04,Sulawesi Tengah,Bawang Putih,49276.92307692308
2024-04,Sulawesi Tengah,Beras,16063.461538461539
2024-04,Sulawesi Tengah,Cabai Merah,38475.0
2024-04,Sulawesi Tengah,Cabai Rawit,57080.769230769234
2024-04,Sulawesi Tengah,Daging Ayam,32967.307692307695
2024-04,Sulawesi Tengah,Daging Sapi,143750.0
2024-04,Sulawesi Tengah,Gula Pasir,19513.46153846154
2024-04,Sulawesi Tengah,Minyak Goreng,18296.153846153848
2024-04,Sulawesi Tengah,Telur Ayam,33821.153846153844
2024-04,Sulawesi Tenggara,Bawang Merah,50609.61538461538
2024-04,Sulawesi Tenggara,Bawang Putih,50509.61538461538
2024-04,Sulawesi Tenggara,Beras,15738.461538461539
2024-04,Sulawesi Tenggara,Cabai Merah,44321.153846153844
2024-04,Sulawesi Tenggara,Cabai Rawit,56996.153846153844
2024-04,Sulawesi Tenggara,Daging Ayam,36267.307692307695
2024-04,Sulawesi Tenggara,Daging Sapi,138996.15384615384
2024-04,Sulawesi Tenggara,Gula Pasir,20096.153846153848
2024-04,Sulawesi Tenggara,Minyak Goreng,20200.0
2024-04,Sulawesi Tenggara,Telur Ayam,33676.92307692308
2024-04,Sulawesi Utara,Bawang Merah,50417.307692307695
2024-04,Sulawesi Utara,Bawang Putih,53236.53846153846
2024-04,Sulawesi Utara,Beras,15488.461538461539
2024-04,Sulawesi Utara,Cabai Merah,24882.69230769231
2024-04,Sulawesi Utara,Cabai Rawit,50351.92307692308
2024-04,Sulawesi Utara,Daging Ayam,39969.230769230766
2024-04,Sulawesi Utara,Daging Sapi,134255.76923076922
2024-04,Sulawesi Utara,Gula Pasir,18594.23076923077
2024-04,Sulawesi Utara,Minyak Goreng,17426.923076923078
2024-04,Sulawesi Utara,Telur Ayam,33940.38461538462
2024-04,Sumatera Barat,Bawang Merah,45717.307692307695
2024-04,Sumatera Barat,Bawang Putih,41717.307692307695
2024-04,Sumatera Barat,Beras,17500.0
2024-04,Sumatera Barat,Cabai Merah,53240.38461538462
2024-04,Sumatera Barat,Cabai Rawit,52550.0
2024-04,Sumatera Barat,Daging Ayam,48748.07692307692
2024-04,Sumatera Barat,Daging Sapi,149653.84615384616
2024-04,Sumatera Barat,Gula Pasir,18476.923076923078
2024-04,Sumatera Barat,Minyak Goreng,19000.0
2024-04,Sumatera Barat,Telur Ayam,29107.69230769231
2024-04,Sumatera Selatan,Bawang Merah,53476.92307692308
2024-04,Sumatera Selatan,Bawang Putih,45069.230769230766
2024-04,Sumatera Selatan,Beras,15315.384615384615
2024-04,Sumatera Selatan,Cabai Merah,54498.07692307692
2024-04,Sumatera Selatan,Cabai Rawit,66007.69230769231
2024-04,Sumatera Selatan,Daging Ayam,35825.0
2024-04,Sumatera Selatan,Daging Sapi,140901.92307692306
2024-04,Sumatera Selatan,Gula Pasir,17503.846153846152
2024-04,Sumatera Selatan,Minyak Goreng,18875.0
2024-04,Sumatera Selatan,Telur Ayam,28463.46153846154
2024-04,Sumatera Utara,Bawang Merah,46988.46153846154
2024-04,Sumatera Utara,Bawang Putih,40907.692307692305
2024-04,Sumatera Utara,Beras,13811.538461538461
2024-04,Sumatera Utara,Cabai Merah,43669.230769230766
2024-04,Sumatera Utara,Cabai Rawit,46778.846153846156
2024-04,Sumatera Utara,Daging Ayam,38251.92307692308
2024-04,Sumatera Utara,Daging Sapi,136825.0
2024-04,Sumatera Utara,Gula Pasir,18634.615384615383
2024-04,Sumatera Utara,Minyak Goreng,19357.69230769231
2024-04,Sumatera Utara,Telur Ayam,29925.0
2024-05,Aceh,Bawang Merah,59481.48148148148
2024-05,Aceh,Bawang Putih,41733.333333333336
2024-05,Aceh,Beras,13848.148148148148
2024-05,Aceh,Cabai Merah,57177.77777777778
2024-05,Aceh,Cabai Rawit,47931.48148148148
2024-05,Aceh,Daging Ayam,36550.0
2024-05,Aceh,Daging Sapi,147642.59259259258
2024-05,Aceh,Gula Pasir,19361.11111111111
2024-05,Aceh,Minyak Goreng,19187.037037037036
2024-05,Aceh,Telur Ayam,30435.185185185186
2024-05,Bali,Bawang Merah,44381.48148148148
2024-05,Bali,Bawang Putih,37461.11111111111
2024-05,Bali,Beras,14951.851851851852
2024-05,Bali,Cabai Merah,48479.62962962963
2024-05,Bali,Cabai Rawit,32788.88888888889
2024-05,Bali,Daging Ayam,39755.555555555555
2024-05,Bali,Daging Sapi,126812.96296296296
2024-05,Bali,Gula Pasir,18505.555555555555
2024-05,Bali,Minyak Goreng,18779.62962962963
2024-05,Bali,Telur Ayam,28824.074074074073
2024-05,Banten,Bawang Merah,52912.96296296296
2024-05,Banten,Bawang Putih,45720.37037037037
2024-05,Banten,Beras,14777.777777777777
2024-05,Banten,Cabai Merah,57275.92592592593
2024-05,Banten,Cabai Rawit,42966.666666666664
2024-05,Banten,Daging Ayam,39496.2962962963
2024-05,Banten,Daging Sapi,133987.03703703705
2024-05,Banten,Gula Pasir,19148.14814814815
2024-05,Banten,Minyak Goreng,17911.11111111111
2024-05,Banten,Telur Ayam,29753.703703703704
2024-05,Bengkulu,Bawang Merah,57350.0
2024-05,Bengkulu,Bawang Putih,45990.74074074074
2024-05,Bengkulu,Beras,15187.037037037036
2024-05,Bengkulu,Cabai Merah,52662.96296296296
2024-05,Bengkulu,Cabai Rawit,45431.48148148148
2024-05,Bengkulu,Daging Ayam,37222.22222222222
2024-05,Bengkulu,Daging Sapi,135300.0
2024-05,Bengkulu,Gula Pasir,18587.037037037036
2024-05,Bengkulu,Minyak Goreng,17800.0
2024-05,Bengkulu,Telur Ayam,28357.40740740741
2024-05,DI Yogyakarta,Bawang Merah,48009.25925925926
2024-05,DI Yogyakarta,Bawang Putih,48166.666666666664
2024-05,DI Yogyakarta,Beras,14942.592592592593
2024-05,DI Yogyakarta,Cabai Merah,49153.7037037037
2024-05,DI Yogyakarta,Cabai Rawit,35055.555555555555
2024-05,DI Yogyakarta,Daging Ayam,38092.59259259259
2024-05,DI Yogyakarta,Daging Sapi,136250.0
2024-05,DI Yogyakarta,Gula Pasir,17431.48148148148
2024-05,DI Yogyakarta,Minyak Goreng,17611.11111111111
2024-05,DI Yogyakarta,Telur Ayam,29525.925925925927
2024-05,DKI Jakarta,Bawang Merah,59087.03703703704
2024-05,DKI Jakarta,Bawang Putih,57979.62962962963
2024-05,DKI Jakarta,Beras,15475.925925925925
2024-05,DKI Jakarta,Cabai Merah,68785.18518518518
2024-05,DKI Jakarta,Cabai Rawit,47687.03703703704
2024-05,DKI Jakarta,Daging Ayam,38359.25925925926
2024-05,DKI Jakarta,Daging Sapi,140092.59259259258
2024-05,DKI Jakarta,Gula Pasir,19607.40740740741
2024-05,DKI Jakarta,Minyak Goreng,19135.185185185186
2024-05,DKI Jakarta,Telur Ayam,29890.74074074074
2024-05,Gorontalo,Bawang Merah,50503.7037037037
2024-05,Gorontalo,Bawang Putih,53720.37037037037
2024-05,Gorontalo,Beras,14796.296296296296
2024-05,Gorontalo,Cabai Merah,37235.18518518518
2024-05,Gorontalo,Cabai Rawit,62801.851851851854
2024-05,Gorontalo,Daging Ayam,29259.25925925926
2024-05,Gorontalo,Daging Sapi,135000.0
2024-05,Gorontalo,Gula Pasir,19611.11111111111
2024-05,Gorontalo,Minyak Goreng,23062.962962962964
2024-05,Gorontalo,Telur Ayam,36092.59259259259
2024-05,Jambi,Bawang Merah,47362.96296296296
2024-05,Jambi,Bawang Putih,41440.74074074074
2024-05,Jambi,Beras,14653.703703703704
2024-05,Jambi,Cabai Merah,49153.7037037037
2024-05,Jambi,Cabai Rawit,44105.555555555555
2024-05,Jambi,Daging Ayam,36042.59259259259
2024-05,Jambi,Daging Sapi,136900.0
2024-05,Jambi,Gula Pasir,18679.62962962963
2024-05,Jambi,Minyak Goreng,18453.703703703704
2024-05,Jambi,Telur Ayam,27138.88888888889
2024-05,Jawa Barat,Bawang Merah,52368.51851851852
2024-05,Jawa Barat,Bawang Putih,44740.74074074074
2024-05,Jawa Barat,Beras,14618.518518518518
2024-05,Jawa Barat,Cabai Merah,53472.22222222222
2024-05,Jawa Barat,Cabai Rawit,42238.88888888889
2024-05,Jawa Barat,Daging Ayam,37624.07407407407
2024-05,Jawa Barat,Daging Sapi,141170.37037037036
2024-05,Jawa Barat,Gula Pasir,18735.185185185186
2024-05,Jawa Barat,Minyak Goreng,18514.814814814814
2024-05,Jawa Barat,Telur Ayam,29883.333333333332
2024-05,Jawa Tengah,Bawang Merah,50542.59259259259
2024-05,Jawa Tengah,Bawang Putih,44509.25925925926
2024-05,Jawa Tengah,Beras,14531.481481481482
2024-05,Jawa Tengah,Cabai Merah,44125.92592592593
2024-05,Jawa Tengah,Cabai Rawit,27361.11111111111
2024-05,Jawa Tengah,Daging Ayam,37281.48148148148
2024-05,Jawa Tengah,Daging Sapi,127929.62962962964
2024-05,Jawa Tengah,Gula Pasir,18411.11111111111
2024-05,Jawa Tengah,Minyak Goreng,17924.074074074073
2024-05,Jawa Tengah,Telur Ayam,28642.59259259259
2024-05,Jawa Timur,Bawang Merah,49551.851851851854
2024-05,Jawa Timur,Bawang Putih,38281.48148148148
2024-05,Jawa Timur,Beras,14035.185185185184
2024-05,Jawa Timur,Cabai Merah,46120.37037037037
2024-05,Jawa Timur,Cabai Rawit,22092.59259259259
2024-05,Jawa Timur,Daging Ayam,36512.96296296296
2024-05,Jawa Timur,Daging Sapi,121044.44444444444
2024-05,Jawa Timur,Gula Pasir,17833.333333333332
2024-05,Jawa Timur,Minyak Goreng,18138.88888888889
2024-05,Jawa Timur,Telur Ayam,28353.703703703704
2024-05,Kalimantan Barat,Bawang Merah,44483.333333333336
2024-05,Kalimantan Barat,Bawang Putih,41203.7037037037
