tanggal,commodity_id,komoditas,provinsi,id_provinsi,harga,show,avg_api,stddev_api,bulan
2025-01-01,1,Beras,Aceh,1,13800.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Sumatera Utara,2,13700.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Kepulauan Riau,5,15150.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Jambi,6,15050.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Bengkulu,7,15150.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Sumatera Selatan,8,14850.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Lampung,10,14550.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Banten,11,14800.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Jawa Barat,12,14600.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Jawa Tengah,14,14450.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,DI Yogyakarta,15,14150.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Jawa Timur,16,14050.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Bali,17,15000.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Nusa Tenggara Barat,18,13750.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Nusa Tenggara Timur,19,15450.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Kalimantan Barat,20,16000.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Kalimantan Selatan,21,17350.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Kalimantan Tengah,22,18100.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Kalimantan Timur,23,15950.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Kalimantan Utara,24,16500.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Gorontalo,25,14550.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Sulawesi Selatan,26,13400.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Sulawesi Tenggara,27,14700.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Sulawesi Tengah,28,14800.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Sulawesi Utara,29,14100.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Sulawesi Barat,30,13250.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Maluku,31,16100.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Papua,33,16750.0,True,15050.0,5450.0,2025-01
2025-01-01,1,Beras,Papua Barat,34,16400.0,True,15050.0,5450.0,2025-01
2025-01-01,2,Daging Ayam,Aceh,1,35600.0,True,39700.0,14900.0,2025-01
2025-01-01,2,Daging Ayam,Sumatera Utara,2,40750.0,True,39700.0,14900.0,2025-01
2025-01-01,2,Daging Ayam,Kepulauan Riau,5,40450.0,True,39700.0,14900.0,2025-01
2025-01-01,2,Daging Ayam,Jambi,6,38850.0,True,39700.0,14900.0,2025-01
2025-01-01,2,Daging Ayam,Bengkulu,7,38150.0,True,39700.0,14900.0,2025-01
2025-01-01,2,Daging Ayam,Sumatera Selatan,8,36500.0,True,39700.0,14900.0,2025-01
2025-01-01,2,Daging Ayam,Lampung,10,32750.0,True,39700.0,14900.0,2025-01
2025-01-01,2,Daging Ayam,Banten,11,39650.0,True,39700.0,14900.0,2025-01
2025-01-01,2,Daging Ayam,Jawa Barat,12,37700.0,True,39700.0,14900.0,2025-01
2025-01-01,2,Daging Ayam,Jawa Tengah,14,36000.0,True,39700.0,14900.0,2025-01
2025-01-01,2,Daging Ayam,DI Yogyakarta,15,36250.0,True,39700.0,14900.0,2025-01
2025-01-01,2,Daging Ayam,Jawa Timur,16,35000.0,True,39700.0,14900.0,2025-01
2025-01-01,2,Daging Ayam,Bali,17,39750.0,True,39700.0,14900.0,2025-01
2025-01-01,2,Daging Ayam,Nusa Tenggara Barat,18,39250.0,True,39700.0,14900.0,2025-01
2025-01-01,2,Daging Ayam,Nusa Tenggara Timur,19,49400.0,True,39700.0,14900.0,2025-01
2025-01-01,2,Daging Ayam,Kalimantan Barat,20,44500.0,True,39700.0,14900.0,2025-01
2025-01-01,2,Daging Ayam,Kalimantan Selatan,21,45750.0,True,39700.0,14900.0,2025-01
2025-01-01,2,Daging Ayam,Kalimantan Tengah,22,44750.0,True,39700.0,14900.0,2025-01
2025-01-01,2,Daging Ayam,Kalimantan Timur,23,43150.0,True,39700.0,14900.0,2025-01
2025-01-01,2,Daging Ayam,Kalimantan Utara,24,49400.0,True,39700.0,14900.0,2025-01
2025-01-01,2,Daging Ayam,Gorontalo,25,33400.0,True,39700.0,14900.0,2025-01
2025-01-01,2,Daging Ayam,Sulawesi Selatan,26,31300.0,True,39700.0,14900.0,2025-01
