tanggal,provinsi,id_provinsi,harga,show,avg_api,stddev_api,bulan
2025-01-10,Sumatera Barat,3,17250.0,True,15200.0,1150.0,2025-01
2025-01-10,Riau,4,15900.0,True,15200.0,1150.0,2025-01
2025-01-10,Kepulauan Riau,5,15250.0,True,15200.0,1150.0,2025-01
2025-01-10,Jambi,6,15050.0,True,15200.0,1150.0,2025-01
2025-01-10,Bengkulu,7,15150.0,True,15200.0,1150.0,2025-01
2025-01-10,Sumatera Selatan,8,14950.0,True,15200.0,1150.0,2025-01
2025-01-10,Kepulauan Bangka Belitung,9,15000.0,True,15200.0,1150.0,2025-01
2025-01-10,Lampung,10,14550.0,True,15200.0,1150.0,2025-01
2025-01-10,Banten,11,14800.0,True,15200.0,1150.0,2025-01
2025-01-10,Jawa Barat,12,14650.0,True,15200.0,1150.0,2025-01
2025-01-10,DKI Jakarta,13,15700.0,True,15200.0,1150.0,2025-01
2025-01-10,Jawa Tengah,14,14550.0,True,15200.0,1150.0,2025-01
2025-01-10,DI Yogyakarta,15,14150.0,True,15200.0,1150.0,2025-01
2025-01-10,Jawa Timur,16,14050.0,True,15200.0,1150.0,2025-01
2025-01-10,Bali,17,15150.0,True,15200.0,1150.0,2025-01
2025-01-10,Nusa Tenggara Barat,18,13850.0,True,15200.0,1150.0,2025-01
2025-01-10,Nusa Tenggara Timur,19,15450.0,True,15200.0,1150.0,2025-01
2025-01-10,Kalimantan Barat,20,16500.0,True,15200.0,1150.0,2025-01
2025-01-10,Kalimantan Selatan,21,17350.0,True,15200.0,1150.0,2025-01
2025-01-10,Kalimantan Tengah,22,17600.0,True,15200.0,1150.0,2025-01
2025-01-10,Kalimantan Timur,23,15950.0,True,15200.0,1150.0,2025-01
2025-01-10,Kalimantan Utara,24,16600.0,True,15200.0,1150.0,2025-01
2025-01-10,Gorontalo,25,14550.0,True,15200.0,1150.0,2025-01
2025-01-10,Sulawesi Selatan,26,13400.0,True,15200.0,1150.0,2025-01
2025-01-10,Sulawesi Tenggara,27,14800.0,True,15200.0,1150.0,2025-01
2025-01-10,Sulawesi Tengah,28,14350.0,True,15200.0,1150.0,2025-01
2025-01-10,Sulawesi Utara,29,14050.0,True,15200.0,1150.0,2025-01
2025-01-10,Sulawesi Barat,30,13250.0,True,15200.0,1150.0,2025-01
2025-01-10,Maluku,31,16100.0,True,15200.0,1150.0,2025-01
2025-01-10,Maluku Utara,32,16700.0,True,15200.0,1150.0,2025-01
2025-01-10,Papua,33,16750.0,True,15200.0,1150.0,2025-01
2025-01-10,Papua Barat,34,16400.0,True,15200.0,1150.0,2025-01
2025-01-11,Aceh,1,13750.0,True,15200.0,1150.0,2025-01
2025-01-11,Sumatera Utara,2,13750.0,True,15200.0,1150.0,2025-01
2025-01-11,Sumatera Barat,3,17250.0,True,15200.0,1150.0,2025-01
2025-01-11,Riau,4,15900.0,True,15200.0,1150.0,2025-01
2025-01-11,Kepulauan Riau,5,15250.0,True,15200.0,1150.0,2025-01
2025-01-11,Jambi,6,15050.0,True,15200.0,1150.0,2025-01
2025-01-11,Bengkulu,7,15150.0,True,15200.0,1150.0,2025-01
2025-01-11,Sumatera Selatan,8,14950.0,True,15200.0,1150.0,2025-01
2025-01-11,Kepulauan Bangka Belitung,9,15000.0,True,15200.0,1150.0,2025-01
2025-01-11,Lampung,10,14550.0,True,15200.0,1150.0,2025-01
2025-01-11,Banten,11,14800.0,True,15200.0,1150.0,2025-01
2025-01-11,Jawa Barat,12,14650.0,True,15200.0,1150.0,2025-01
2025-01-11,DKI Jakarta,13,15700.0,True,15200.0,1150.0,2025-01
2025-01-11,Jawa Tengah,14,14550.0,True,15200.0,1150.0,2025-01
2025-01-11,DI Yogyakarta,15,14150.0,True,15200.0,1150.0,2025-01
