bulan,provinsi,rata_rata_harga
2024-04,Sumatera Selatan,15315.384615384615
2024-04,Sumatera Utara,13811.538461538461
2024-05,Aceh,13848.148148148148
2024-05,Bali,14951.851851851852
2024-05,Banten,14777.777777777777
2024-05,Bengkulu,15187.037037037036
2024-05,DI Yogyakarta,14942.592592592593
2024-05,DKI Jakarta,15475.925925925925
2024-05,Gorontalo,14796.296296296296
2024-05,Jambi,14653.703703703704
2024-05,Jawa Barat,14618.518518518518
2024-05,Jawa Tengah,14531.481481481482
2024-05,Jawa Timur,14035.185185185184
2024-05,Kalimantan Barat,16346.296296296296
2024-05,Kalimantan Selatan,18840.74074074074
2024-05,Kalimantan Tengah,19275.925925925927
2024-05,Kalimantan Timur,16234.782608695652
2024-05,Kalimantan Utara,16942.59259259259
2024-05,Kepulauan Bangka Belitung,15794.444444444445
2024-05,Kepulauan Riau,14677.777777777777
2024-05,Lampung,14020.37037037037
2024-05,Maluku,16037.037037037036
2024-05,Maluku Utara,16788.88888888889
2024-05,Nusa Tenggara Barat,13303.703703703704
2024-05,Nusa Tenggara Timur,15985.185185185184
2024-05,Papua,16896.153846153848
2024-05,Papua Barat,16800.0
2024-05,Riau,15674.074074074075
2024-05,Sulawesi Barat,13781.481481481482
2024-05,Sulawesi Selatan,13768.518518518518
2024-05,Sulawesi Tengah,14730.434782608696
2024-05,Sulawesi Tenggara,15212.962962962964
2024-05,Sulawesi Utara,14655.555555555555
2024-05,Sumatera Barat,17583.333333333332
2024-05,Sumatera Selatan,15114.814814814816
2024-05,Sumatera Utara,13862.962962962964
2024-06,Aceh,13733.333333333334
2024-06,Bali,14995.0
2024-06,Banten,14850.0
2024-06,Bengkulu,15135.714285714286
2024-06,DI Yogyakarta,14265.0
2024-06,DKI Jakarta,15460.0
2024-06,Gorontalo,14505.0
2024-06,Jambi,14593.333333333334
2024-06,Jawa Barat,14501.666666666666
2024-06,Jawa Tengah,14438.333333333334
2024-06,Jawa Timur,14011.666666666666
2024-06,Kalimantan Barat,16300.0
2024-06,Kalimantan Selatan,18731.666666666668
2024-06,Kalimantan Tengah,19103.333333333332
2024-06,Kalimantan Timur,16261.666666666666
2024-06,Kalimantan Utara,16900.0
2024-06,Kepulauan Bangka Belitung,15418.333333333334
2024-06,Kepulauan Riau,14700.0
2024-06,Lampung,13960.0
2024-06,Maluku,16200.0
2024-06,Maluku Utara,16675.862068965518
2024-06,Nusa Tenggara Barat,13433.333333333334
2024-06,Nusa Tenggara Timur,15740.0
2024-06,Papua,16944.827586206895
2024-06,Papua Barat,16896.666666666668
2024-06,Riau,15758.333333333334
2024-06,Sulawesi Barat,13780.0
2024-06,Sulawesi Selatan,13778.57142857143
2024-06,Sulawesi Tengah,14555.0
2024-06,Sulawesi Tenggara,15030.0
2024-06,Sulawesi Utara,14348.333333333334
2024-06,Sumatera Barat,17530.0
2024-06,Sumatera Selatan,15100.0
2024-06,Sumatera Utara,13856.666666666666
2024-07,Aceh,13895.161290322581
2024-07,Bali,15148.387096774193
2024-07,Banten,15198.387096774193
2024-07,Bengkulu,15150.0
2024-07,DI Yogyakarta,14250.0
2024-07,DKI Jakarta,15640.0
2024-07,Gorontalo,14422.58064516129
2024-07,Jambi,14645.161290322581
2024-07,Jawa Barat,14585.483870967742
2024-07,Jawa Tengah,14550.0
2024-07,Jawa Timur,14154.838709677419
2024-07,Kalimantan Barat,16285.185185185184
2024-07,Kalimantan Selatan,18601.612903225807
2024-07,Kalimantan Tengah,19020.967741935485
2024-07,Kalimantan Timur,16262.90322580645
2024-07,Kalimantan Utara,16763.333333333332
2024-07,Kepulauan Bangka Belitung,15156.451612903225
2024-07,Kepulauan Riau,14850.0
2024-07,Lampung,14064.516129032258
2024-07,Maluku,16169.354838709678
2024-07,Maluku Utara,16700.0
2024-07,Nusa Tenggara Barat,13498.387096774193
2024-07,Nusa Tenggara Timur,15498.387096774193
2024-07,Papua,17004.83870967742
2024-07,Papua Barat,16745.16129032258
2024-07,Riau,15850.0
2024-07,Sulawesi Barat,13885.483870967742
2024-07,Sulawesi Selatan,13825.806451612903
2024-07,Sulawesi Tengah,14917.741935483871
2024-07,Sulawesi Tenggara,15143.548387096775
2024-07,Sulawesi Utara,14325.806451612903
2024-07,Sumatera Barat,17200.0
2024-07,Sumatera Selatan,14969.354838709678
2024-07,Sumatera Utara,13854.838709677419
2024-08,Aceh,13920.689655172413
2024-08,Bali,15187.931034482759
2024-08,Banten,15013.793103448275
2024-08,Bengkulu,15203.448275862069
2024-08,DI Yogyakarta,14250.0
2024-08,DKI Jakarta,15629.310344827587
2024-08,Gorontalo,14698.275862068966
2024-08,Jambi,14743.103448275862
2024-08,Jawa Barat,14589.655172413793
2024-08,Jawa Tengah,14567.241379310344
2024-08,Jawa Timur,14060.0
2024-08,Kalimantan Barat,16321.42857142857
2024-08,Kalimantan Selatan,18567.241379310344
2024-08,Kalimantan Tengah,19050.0
2024-08,Kalimantan Timur,16181.034482758621
2024-08,Kalimantan Utara,16750.0
2024-08,Kepulauan Bangka Belitung,15023.214285714286
2024-08,Kepulauan Riau,14950.0
2024-08,Lampung,14220.689655172413
2024-08,Maluku,16179.62962962963
2024-08,Maluku Utara,16724.137931034482
2024-08,Nusa Tenggara Barat,13456.896551724138
2024-08,Nusa Tenggara Timur,15415.51724137931
2024-08,Papua,17050.0
2024-08,Papua Barat,16562.068965517243
2024-08,Riau,15855.172413793103
2024-08,Sulawesi Barat,13787.931034482759
2024-08,Sulawesi Selatan,13720.689655172413
2024-08,Sulawesi Tengah,14946.551724137931
2024-08,Sulawesi Tenggara,15022.413793103447
2024-08,Sulawesi Utara,14386.206896551725
2024-08,Sumatera Barat,17248.14814814815
2024-08,Sumatera Selatan,14850.0
2024-08,Sumatera Utara,13860.344827586207
2024-09,Aceh,13865.0
2024-09,Bali,15200.0
2024-09,Banten,14650.0
2024-09,Bengkulu,15250.0
2024-09,DI Yogyakarta,14250.0
2024-09,DKI Jakarta,15571.666666666666
2024-09,Gorontalo,14746.666666666666
2024-09,Jambi,15013.333333333334
2024-09,Jawa Barat,14590.0
2024-09,Jawa Tengah,14621.666666666666
2024-09,Jawa Timur,14076.666666666666
2024-09,Kalimantan Barat,16346.551724137931
2024-09,Kalimantan Selatan,18362.068965517243
2024-09,Kalimantan Tengah,18665.51724137931
2024-09,Kalimantan Timur,16026.666666666666
2024-09,Kalimantan Utara,16713.333333333332
2024-09,Kepulauan Bangka Belitung,15003.448275862069
2024-09,Kepulauan Riau,14983.92857142857
2024-09,Lampung,14346.666666666666
2024-09,Maluku,16187.931034482759
2024-09,Maluku Utara,16700.0
2024-09,Nusa Tenggara Barat,13515.0
2024-09,Nusa Tenggara Timur,15413.333333333334
2024-09,Papua,17058.333333333332
2024-09,Papua Barat,16666.666666666668
2024-09,Riau,15863.333333333334
2024-09,Sulawesi Barat,13667.241379310344
2024-09,Sulawesi Selatan,13700.0
2024-09,Sulawesi Tengah,14805.0
2024-09,Sulawesi Tenggara,14800.0
2024-09,Sulawesi Utara,14441.666666666666
2024-09,Sumatera Barat,17618.96551724138
2024-09,Sumatera Selatan,14818.333333333334
2024-09,Sumatera Utara,13866.666666666666
2024-10,Aceh,13753.225806451614
2024-10,Bali,15198.387096774193
2024-10,Banten,14643.548387096775
2024-10,Bengkulu,15214.516129032258
2024-10,DI Yogyakarta,14250.0
2024-10,DKI Jakarta,15550.0
2024-10,Gorontalo,14590.322580645161
2024-10,Jambi,15050.0
2024-10,Jawa Barat,14550.0
2024-10,Jawa Tengah,14633.870967741936
2024-10,Jawa Timur,14108.064516129032
2024-10,Kalimantan Barat,16373.333333333334
2024-10,Kalimantan Selatan,18327.41935483871
2024-10,Kalimantan Tengah,18205.0
2024-10,Kalimantan Timur,16093.548387096775
2024-10,Kalimantan Utara,16666.666666666668
2024-10,Kepulauan Bangka Belitung,15000.0
2024-10,Kepulauan Riau,14987.931034482759
2024-10,Lampung,14414.516129032258
2024-10,Maluku,16178.333333333334
2024-10,Maluku Utara,16700.0
2024-10,Nusa Tenggara Barat,13750.0
2024-10,Nusa Tenggara Timur,15400.0
2024-10,Papua,16879.032258064515
2024-10,Papua Barat,16446.774193548386
2024-10,Riau,15900.0
2024-10,Sulawesi Barat,13317.741935483871
2024-10,Sulawesi Selatan,13700.0
2024-10,Sulawesi Tengah,14750.0
2024-10,Sulawesi Tenggara,14800.0
2024-10,Sulawesi Utara,14445.161290322581
2024-10,Sumatera Barat,17604.83870967742
2024-10,Sumatera Selatan,14875.806451612903
2024-10,Sumatera Utara,13790.322580645161
2024-11,Aceh,13676.666666666666
2024-11,Bali,14995.0
2024-11,Banten,14693.333333333334
2024-11,Bengkulu,15175.0
2024-11,DI Yogyakarta,14186.666666666666
2024-11,DKI Jakarta,15463.333333333334
2024-11,Gorontalo,14518.333333333334
2024-11,Jambi,15050.0
2024-11,Jawa Barat,14535.0
2024-11,Jawa Tengah,14516.666666666666
2024-11,Jawa Timur,14021.666666666666
2024-11,Kalimantan Barat,16436.666666666668
2024-11,Kalimantan Selatan,18015.384615384617
2024-11,Kalimantan Tengah,18106.896551724138
2024-11,Kalimantan Timur,16033.333333333334
2024-11,Kalimantan Utara,16639.655172413793
2024-11,Kepulauan Bangka Belitung,15000.0
2024-11,Kepulauan Riau,14914.285714285714
2024-11,Lampung,14500.0
2024-11,Maluku,16144.827586206897
2024-11,Maluku Utara,16700.0
2024-11,Nusa Tenggara Barat,13750.0
2024-11,Nusa Tenggara Timur,15443.333333333334
2024-11,Papua,16820.689655172413
2024-11,Papua Barat,16350.0
2024-11,Riau,15895.0
2024-11,Sulawesi Barat,13258.333333333334
2024-11,Sulawesi Selatan,13525.925925925925
2024-11,Sulawesi Tengah,14716.666666666666
2024-11,Sulawesi Tenggara,14715.51724137931
2024-11,Sulawesi Utara,14193.333333333334
2024-11,Sumatera Barat,17437.5
2024-11,Sumatera Selatan,14900.0
2024-11,Sumatera Utara,13713.333333333334
2024-12,Aceh,13701.612903225807
2024-12,Bali,14998.387096774193
2024-12,Banten,14800.0
2024-12,Bengkulu,15150.0
2024-12,DI Yogyakarta,14150.0
2024-12,DKI Jakarta,15480.645161290322
2024-12,Gorontalo,14550.0
2024-12,Jambi,15050.0
2024-12,Jawa Barat,14572.58064516129
2024-12,Jawa Tengah,14533.870967741936
2024-12,Jawa Timur,14040.322580645161
2024-12,Kalimantan Barat,16482.25806451613
2024-12,Kalimantan Selatan,17598.387096774193
2024-12,Kalimantan Tengah,18114.516129032258
2024-12,Kalimantan Timur,15982.258064516129
2024-12,Kalimantan Utara,16650.0
2024-12,Kepulauan Bangka Belitung,15000.0
2024-12,Kepulauan Riau,15080.645161290322
2024-12,Lampung,14501.612903225807
2024-12,Maluku,16100.0
2024-12,Maluku Utara,16700.0
2024-12,Nusa Tenggara Barat,13750.0
2024-12,Nusa Tenggara Timur,15454.838709677419
2024-12,Papua,16809.677419354837
2024-12,Papua Barat,16375.806451612903
2024-12,Riau,15903.225806451614
2024-12,Sulawesi Barat,13198.387096774193
2024-12,Sulawesi Selatan,13400.0
2024-12,Sulawesi Tengah,14751.612903225807
2024-12,Sulawesi Tenggara,14698.387096774193
2024-12,Sulawesi Utara,14125.806451612903
2024-12,Sumatera Barat,17285.714285714286
2024-12,Sumatera Selatan,14880.0
2024-12,Sumatera Utara,13685.483870967742
